Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-03-04,Train,Route_4,22:45,23:20,53,Station_11,Station_14,2
2023-03-04,Train,Route_3,22:30,24:21,32,Station_12,Station_12,3
2023-03-04,Bus,Route_5,21:30,23:00,40,Station_1,Station_13,3
2023-03-04,Tram,Route_4,17:32,19:20,25,Station_20,Station_1,5
2023-03-04,Train,Route_9,22:16,24:14,20,Station_15,Station_8,2
2023-03-04,Metro,Route_6,18:18,20:04,77,Station_2,Station_9,15
2023-03-04,Metro,Route_9,22:08,23:08,71,Station_1,Station_13,2
2023-03-04,Train,Route_5,22:20,23:56,78,Station_13,Station_17,0
2023-03-04,Metro,Route_6,13:32,14:26,49,Station_19,Station_2,9
2023-03-04,Train,Route_1,22:43,24:33,16,Station_11,Station_10,13
2023-03-04,Train,Route_8,20:52,22:31,19,Station_13,Station_20,5
2023-03-04,Tram,Route_1,20:27,22:31,75,Station_17,Station_13,8
2023-03-04,Metro,Route_2,17:34,19:29,46,Station_18,Station_10,11
2023-03-04,Bus,Route_1,19:09,21:14,27,Station_20,Station_20,9
2023-03-04,Tram,Route_6,16:20,17:06,5,Station_5,Station_8,1
2023-03-04,Bus,Route_8,05:07,06:54,73,Station_6,Station_6,14
2023-03-04,Tram,Route_2,18:41,20:34,58,Station_18,Station_7,4
2023-03-04,Train,Route_8,14:51,15:53,14,Station_5,Station_3,15
2023-03-04,Metro,Route_9,12:16,14:10,84,Station_20,Station_12,9
2023-03-04,Tram,Route_1,16:28,17:07,72,Station_17,Station_7,15
2023-03-04,Metro,Route_4,11:32,11:48,78,Station_19,Station_13,2
2023-03-04,Bus,Route_4,22:45,23:20,51,Station_7,Station_12,8
2023-03-04,Bus,Route_2,06:22,06:42,12,Station_7,Station_12,3
2023-03-04,Bus,Route_4,13:46,15:07,53,Station_17,Station_13,14
2023-03-04,Tram,Route_3,10:18,10:45,95,Station_8,Station_10,10
2023-03-04,Train,Route_7,16:15,17:49,90,Station_18,Station_17,0
2023-03-05,Bus,Route_2,13:39,14:14,48,Station_11,Station_16,11
2023-03-05,Tram,Route_1,07:55,09:05,57,Station_17,Station_7,9
2023-03-05,Metro,Route_6,17:29,18:38,37,Station_14,Station_20,7
2023-03-05,Tram,Route_4,12:43,14:30,87,Station_9,Station_7,8
2023-03-05,Train,Route_10,05:50,06:51,30,Station_5,Station_18,4
2023-03-05,Train,Route_9,18:39,20:05,16,Station_18,Station_5,3
2023-03-05,Train,Route_6,14:14,14:35,14,Station_10,Station_8,2
2023-03-05,Train,Route_7,17:39,19:06,83,Station_13,Station_14,3
2023-03-05,Tram,Route_3,15:55,17:34,20,Station_20,Station_3,14
2023-03-05,Bus,Route_7,17:22,18:14,8,Station_6,Station_15,6
2023-03-05,Bus,Route_7,19:50,21:45,68,Station_9,Station_6,8
2023-03-05,Tram,Route_10,13:18,14:54,43,Station_5,Station_17,0
2023-03-05,Train,Route_6,18:40,20:27,98,Station_17,Station_17,12
2023-03-05,Metro,Route_3,20:36,21:41,26,Station_9,Station_10,6
2023-03-05,Bus,Route_5,07:40,09:19,15,Station_20,Station_1,3
2023-03-05,Tram,Route_2,05:38,06:57,98,Station_1,Station_4,15
2023-03-05,Train,Route_5,16:41,17:08,85,Station_4,Station_19,2
2023-03-05,Train,Route_6,22:18,23:29,58,Station_2,Station_1,4
2023-03-05,Bus,Route_10,10:14,11:02,100,Station_3,Station_6,2
2023-03-05,Train,Route_3,13:34,14:01,96,Station_12,Station_19,5
2023-03-05,Metro,Route_6,17:42,18:34,24,Station_20,Station_18,8
2023-03-05,Train,Route_1,20:03,21:11,57,Station_4,Station_12,9
2023-03-05,Train,Route_3,18:28,20:16,67,Station_16,Station_17,11
2023-03-05,Metro,Route_10,14:22,15:19,92,Station_5,Station_10,9
2023-03-05,Tram,Route_1,07:45,08:47,94,Station_15,Station_19,14
2023-03-05,Metro,Route_3,07:53,08:37,30,Station_1,Station_4,6
2023-03-05,Bus,Route_6,12:04,13:31,73,Station_1,Station_6,0
2023-03-05,Metro,Route_6,07:14,08:20,98,Station_12,Station_20,0
2023-03-05,Bus,Route_5,18:05,19:44,91,Station_19,Station_10,5
2023-03-05,Train,Route_3,18:03,19:25,73,Station_14,Station_17,8
2023-03-05,Metro,Route_8,18:59,19:02,76,Station_9,Station_13,0
2023-03-05,Tram,Route_7,21:27,22:45,70,Station_9,Station_1,2
2023-03-06,Bus,Route_7,16:41,17:53,9,Station_13,Station_4,0
2023-03-06,Train,Route_5,22:24,24:00,46,Station_15,Station_10,14
2023-03-06,Tram,Route_6,14:22,14:26,23,Station_13,Station_4,3
2023-03-06,Train,Route_2,05:07,06:29,40,Station_19,Station_2,2
2023-03-06,Train,Route_6,20:31,21:17,8,Station_16,Station_4,3
2023-03-06,Tram,Route_10,20:13,21:40,63,Station_10,Station_4,2
2023-03-06,Metro,Route_5,08:26,08:42,57,Station_17,Station_17,1
2023-03-06,Train,Route_4,21:02,22:55,26,Station_17,Station_2,14
2023-03-06,Bus,Route_4,20:32,21:17,41,Station_13,Station_5,1
2023-03-06,Metro,Route_6,12:00,13:11,18,Station_6,Station_16,5
2023-03-06,Train,Route_2,11:50,13:32,90,Station_16,Station_2,14
2023-03-06,Train,Route_8,18:20,20:09,88,Station_18,Station_11,2
2023-03-06,Bus,Route_1,09:36,10:07,6,Station_11,Station_1,8
2023-03-06,Metro,Route_4,13:15,13:34,85,Station_4,Station_1,6
2023-03-06,Bus,Route_5,10:37,12:02,65,Station_14,Station_2,15
2023-03-06,Train,Route_2,15:43,17:39,40,Station_7,Station_1,8
2023-03-06,Train,Route_9,15:13,16:14,31,Station_5,Station_18,4
2023-03-06,Train,Route_2,08:04,09:24,11,Station_13,Station_2,15
2023-03-06,Train,Route_4,11:17,11:54,83,Station_6,Station_8,0
2023-03-06,Train,Route_7,13:58,14:15,71,Station_3,Station_10,14
2023-03-06,Tram,Route_6,07:04,07:11,89,Station_3,Station_19,4
2023-03-06,Bus,Route_8,22:05,23:45,79,Station_7,Station_5,12
2023-03-06,Metro,Route_9,08:41,09:48,73,Station_18,Station_6,5
2023-03-06,Train,Route_4,09:58,11:57,10,Station_4,Station_7,0
2023-03-06,Bus,Route_2,15:10,16:44,80,Station_2,Station_7,4
2023-03-06,Bus,Route_5,08:12,09:54,34,Station_17,Station_12,2
2023-03-06,Tram,Route_2,07:41,07:48,38,Station_2,Station_12,3
2023-03-06,Metro,Route_6,19:54,20:08,7,Station_8,Station_13,11
2023-03-06,Metro,Route_5,19:16,20:05,70,Station_17,Station_11,12
2023-03-06,Tram,Route_4,08:08,08:16,87,Station_15,Station_2,5
2023-03-06,Tram,Route_4,19:04,20:00,43,Station_19,Station_7,7
2023-03-06,Tram,Route_6,09:38,11:05,36,Station_10,Station_2,12
2023-03-07,Tram,Route_3,06:40,07:33,77,Station_15,Station_3,12
2023-03-07,Bus,Route_9,18:27,20:09,90,Station_7,Station_11,5
2023-03-07,Bus,Route_10,20:27,21:02,55,Station_6,Station_10,10
2023-03-07,Train,Route_8,07:31,09:40,14,Station_18,Station_3,15
2023-03-07,Metro,Route_7,05:57,07:50,55,Station_3,Station_19,7
2023-03-07,Tram,Route_2,14:34,15:50,20,Station_4,Station_7,13
2023-03-07,Metro,Route_4,20:22,21:30,78,Station_18,Station_4,5
2023-03-07,Metro,Route_9,07:14,08:41,99,Station_16,Station_19,4
2023-03-07,Tram,Route_8,12:38,12:54,92,Station_20,Station_17,0
2023-03-07,Metro,Route_3,22:11,22:59,30,Station_8,Station_14,7
2023-03-07,Metro,Route_5,12:47,13:20,44,Station_9,Station_10,11
2023-03-07,Train,Route_8,11:27,13:04,78,Station_6,Station_15,5
2023-03-07,Train,Route_3,15:45,16:28,90,Station_10,Station_2,10
2023-03-07,Tram,Route_6,21:32,22:50,60,Station_7,Station_15,12
2023-03-07,Train,Route_7,15:49,17:44,39,Station_12,Station_8,0
2023-03-07,Train,Route_5,22:09,24:09,63,Station_7,Station_17,12
2023-03-07,Metro,Route_6,18:21,19:47,62,Station_19,Station_9,8
2023-03-07,Train,Route_3,16:36,18:17,35,Station_10,Station_13,9
2023-03-07,Bus,Route_2,08:59,11:00,78,Station_2,Station_5,11
2023-03-07,Bus,Route_10,17:30,18:29,39,Station_12,Station_13,13
2023-03-07,Bus,Route_8,11:27,13:23,97,Station_12,Station_8,7
2023-03-07,Tram,Route_6,11:40,12:16,8,Station_6,Station_2,6
2023-03-07,Train,Route_4,08:20,10:04,35,Station_10,Station_4,12
2023-03-07,Metro,Route_1,15:12,17:16,47,Station_10,Station_11,5
2023-03-07,Train,Route_5,16:09,16:44,80,Station_8,Station_14,3
2023-03-07,Tram,Route_9,13:38,14:00,32,Station_10,Station_16,0
2023-03-07,Train,Route_8,19:15,19:59,73,Station_20,Station_20,2
2023-03-07,Bus,Route_7,16:15,16:22,27,Station_14,Station_13,3
2023-03-07,Train,Route_4,07:06,08:02,79,Station_9,Station_3,10
2023-03-07,Bus,Route_7,21:29,22:07,46,Station_15,Station_13,8
2023-03-07,Metro,Route_4,14:32,15:13,74,Station_15,Station_14,9
2023-03-07,Tram,Route_3,22:32,23:38,25,Station_20,Station_18,5
2023-03-08,Tram,Route_2,22:31,22:49,36,Station_13,Station_8,2
2023-03-08,Bus,Route_4,15:03,15:53,92,Station_5,Station_5,15
2023-03-08,Tram,Route_8,18:02,19:57,7,Station_10,Station_14,14
2023-03-08,Tram,Route_9,07:36,08:58,81,Station_3,Station_9,3
2023-03-08,Train,Route_2,06:32,07:56,41,Station_2,Station_14,15
2023-03-08,Tram,Route_5,16:44,18:52,98,Station_5,Station_17,8
2023-03-08,Tram,Route_7,22:38,24:20,20,Station_16,Station_4,6
2023-03-08,Tram,Route_5,13:29,13:53,89,Station_7,Station_13,13
2023-03-08,Tram,Route_10,19:32,21:39,71,Station_4,Station_11,14
2023-03-08,Tram,Route_5,16:13,16:50,58,Station_2,Station_9,1
2023-03-08,Metro,Route_3,11:52,13:25,47,Station_2,Station_14,6
2023-03-08,Metro,Route_2,15:53,16:07,90,Station_13,Station_10,1
2023-03-08,Tram,Route_7,14:32,15:40,67,Station_4,Station_5,3
2023-03-08,Bus,Route_10,19:15,21:17,44,Station_17,Station_20,14
2023-03-08,Bus,Route_3,03:26,03:57,98,Station_6,Station_4,13
2023-03-08,Metro,Route_4,15:37,16:09,57,Station_19,Station_12,2
2023-03-08,Tram,Route_4,17:44,18:13,91,Station_16,Station_20,11
2023-03-08,Train,Route_4,20:55,22:43,42,Station_5,Station_8,8
2023-03-08,Train,Route_10,17:04,18:28,60,Station_14,Station_9,2
2023-03-08,Train,Route_1,15:32,16:25,53,Station_11,Station_1,13
2023-03-08,Train,Route_10,12:14,13:50,62,Station_9,Station_13,8
2023-03-08,Bus,Route_1,08:44,10:11,62,Station_19,Station_5,12
2023-03-08,Tram,Route_7,07:49,07:55,87,Station_5,Station_9,1
2023-03-08,Tram,Route_6,11:09,11:48,64,Station_15,Station_7,2
2023-03-08,Bus,Route_7,10:39,11:03,37,Station_3,Station_15,12
2023-03-08,Bus,Route_6,12:17,12:52,99,Station_15,Station_18,1
2023-03-08,Train,Route_5,14:36,16:10,7,Station_8,Station_4,10
2023-03-08,Bus,Route_1,18:59,19:43,45,Station_16,Station_20,6
2023-03-08,Metro,Route_9,11:44,12:35,80,Station_10,Station_14,2
2023-03-08,Train,Route_1,19:20,20:17,29,Station_3,Station_16,4
2023-03-08,Train,Route_1,20:42,22:40,51,Station_10,Station_15,12
2023-03-08,Train,Route_6,20:46,21:44,78,Station_18,Station_3,1
2023-03-09,Metro,Route_5,13:25,13:51,77,Station_8,Station_9,5
2023-03-09,Bus,Route_7,17:26,19:06,43,Station_12,Station_6,5
2023-03-09,Bus,Route_1,13:10,14:26,35,Station_13,Station_11,11
2023-03-09,Train,Route_8,11:28,13:34,8,Station_16,Station_7,11
2023-03-09,Metro,Route_7,18:35,19:36,38,Station_2,Station_5,10
2023-03-09,Bus,Route_4,12:45,14:20,34,Station_11,Station_11,2
2023-03-09,Tram,Route_7,16:14,17:55,51,Station_19,Station_2,0
2023-03-09,Metro,Route_3,15:56,17:19,90,Station_20,Station_2,6
2023-03-09,Metro,Route_7,06:27,07:03,37,Station_4,Station_9,5
2023-03-09,Tram,Route_4,15:57,16:52,53,Station_9,Station_4,2
2023-03-09,Metro,Route_9,18:47,19:16,96,Station_8,Station_7,9
2023-03-09,Metro,Route_9,13:17,14:28,59,Station_20,Station_5,10
2023-03-09,Bus,Route_4,22:27,24:09,34,Station_10,Station_11,10
2023-03-09,Bus,Route_6,21:35,22:54,69,Station_1,Station_14,15
2023-03-09,Train,Route_9,13:44,14:15,41,Station_18,Station_20,13
2023-03-09,Train,Route_4,08:48,09:50,36,Station_13,Station_10,13
2023-03-09,Tram,Route_6,17:54,18:24,97,Station_13,Station_11,8
2023-03-09,Train,Route_2,13:24,14:57,51,Station_19,Station_11,13
2023-03-09,Tram,Route_2,08:03,09:13,69,Station_6,Station_12,5
2023-03-09,Train,Route_8,06:03,06:20,22,Station_6,Station_20,3
2023-03-09,Bus,Route_9,20:57,22:05,44,Station_20,Station_20,11
2023-03-09,Metro,Route_9,20:27,22:07,53,Station_20,Station_1,9
2023-03-09,Metro,Route_6,09:17,11:20,28,Station_13,Station_12,13
2023-03-09,Bus,Route_5,14:30,14:56,81,Station_15,Station_8,1
2023-03-09,Tram,Route_3,17:34,19:26,59,Station_11,Station_1,14
2023-03-09,Train,Route_10,06:00,07:21,16,Station_17,Station_7,11
2023-03-09,Train,Route_9,17:28,18:47,29,Station_6,Station_8,15
2023-03-09,Train,Route_7,08:10,09:58,17,Station_9,Station_15,14
2023-03-09,Bus,Route_3,21:40,23:01,50,Station_19,Station_15,8
2023-03-09,Train,Route_6,06:38,06:56,91,Station_15,Station_13,13
2023-03-09,Bus,Route_3,05:21,06:33,33,Station_10,Station_3,7
2023-03-09,Tram,Route_4,09:58,11:27,92,Station_4,Station_9,1
2023-03-10,Train,Route_5,15:38,17:41,35,Station_20,Station_6,33
2023-03-10,Train,Route_4,15:54,17:13,34,Station_14,Station_16,55
2023-03-10,Metro,Route_1,11:06,11:45,63,Station_20,Station_8,27
2023-03-10,Tram,Route_8,06:26,07:00,58,Station_6,Station_1,20
2023-03-10,Bus,Route_8,07:29,10:01,91,Station_8,Station_1,67
2023-03-10,Bus,Route_8,20:49,21:57,94,Station_5,Station_10,56
2023-03-10,Metro,Route_4,13:24,15:08,66,Station_20,Station_18,70
2023-03-10,Tram,Route_4,07:45,10:01,13,Station_14,Station_17,56
2023-03-10,Train,Route_3,12:47,15:29,57,Station_3,Station_18,71
2023-03-10,Train,Route_9,06:13,09:01,33,Station_3,Station_7,53
2023-03-10,Tram,Route_7,14:19,16:13,65,Station_5,Station_14,25
2023-03-10,Bus,Route_2,03:48,06:05,51,Station_10,Station_12,48
2023-03-10,Tram,Route_4,07:45,09:20,60,Station_4,Station_6,54
2023-03-10,Train,Route_8,17:14,19:34,61,Station_14,Station_20,32
2023-03-10,Metro,Route_7,11:04,13:27,99,Station_8,Station_2,56
2023-03-10,Tram,Route_6,10:46,11:58,15,Station_16,Station_1,53
2023-03-10,Bus,Route_7,15:30,16:54,68,Station_2,Station_4,14
2023-03-10,Metro,Route_7,12:47,15:12,17,Station_17,Station_3,57
2023-03-10,Bus,Route_9,18:23,21:27,96,Station_12,Station_14,67
2023-03-10,Tram,Route_10,18:40,19:56,68,Station_6,Station_3,54
2023-03-10,Bus,Route_10,08:03,09:49,75,Station_16,Station_20,26
2023-03-10,Train,Route_9,16:15,18:02,31,Station_10,Station_14,42
2023-03-10,Tram,Route_5,05:30,08:06,27,Station_12,Station_20,43
2023-03-10,Train,Route_6,05:22,07:24,70,Station_17,Station_5,31
2023-03-10,Train,Route_3,07:25,08:36,50,Station_16,Station_14,37
2023-03-10,Metro,Route_9,08:20,10:31,27,Station_16,Station_15,47
2023-03-10,Bus,Route_6,11:20,12:17,74,Station_6,Station_20,36
2023-03-10,Metro,Route_2,17:43,19:26,1,Station_15,Station_5,16
2023-03-10,Metro,Route_3,09:29,11:02,55,Station_18,Station_16,26
2023-03-10,Bus,Route_1,16:04,17:18,41,Station_10,Station_20,37
2023-03-10,Train,Route_6,05:56,08:13,31,Station_6,Station_1,67
2023-03-10,Metro,Route_1,18:11,19:55,72,Station_17,Station_2,61
2023-03-11,Train,Route_3,08:26,09:52,32,Station_18,Station_18,2
2023-03-11,Train,Route_2,22:07,24:03,30,Station_9,Station_4,5
2023-03-11,Tram,Route_2,12:51,14:13,32,Station_8,Station_15,2
2023-03-11,Train,Route_8,18:56,20:45,62,Station_15,Station_1,3
2023-03-11,Metro,Route_5,12:58,15:06,67,Station_9,Station_17,9
2023-03-11,Tram,Route_10,16:39,16:59,34,Station_2,Station_20,9
2023-03-11,Metro,Route_3,09:27,10:22,5,Station_5,Station_4,9
2023-03-11,Tram,Route_9,14:42,16:32,67,Station_16,Station_14,2
2023-03-11,Bus,Route_6,05:33,07:06,17,Station_2,Station_3,9
2023-03-11,Metro,Route_7,16:46,18:06,54,Station_1,Station_18,12
2023-03-11,Metro,Route_8,09:20,10:08,93,Station_3,Station_1,0
2023-03-11,Metro,Route_5,17:34,18:02,13,Station_1,Station_1,14
2023-03-11,Train,Route_1,22:56,23:22,70,Station_2,Station_11,14
2023-03-11,Train,Route_5,21:55,23:16,100,Station_8,Station_8,0
2023-03-11,Train,Route_2,15:29,16:17,26,Station_3,Station_8,0
2023-03-11,Bus,Route_1,13:32,15:21,17,Station_11,Station_19,8
2023-03-11,Tram,Route_10,18:14,18:35,96,Station_14,Station_10,11
2023-03-11,Train,Route_10,19:33,20:25,48,Station_20,Station_15,15
2023-03-11,Bus,Route_7,22:33,23:44,70,Station_13,Station_17,4
2023-03-11,Tram,Route_7,15:15,16:10,63,Station_15,Station_18,1
2023-03-11,Bus,Route_9,07:29,08:23,95,Station_20,Station_9,10
2023-03-11,Bus,Route_4,22:34,23:21,48,Station_11,Station_4,8
2023-03-11,Tram,Route_3,07:32,09:05,64,Station_10,Station_17,4
2023-03-11,Bus,Route_1,20:51,22:09,78,Station_13,Station_16,6
2023-03-11,Tram,Route_3,19:55,20:26,7,Station_12,Station_7,7
2023-03-11,Metro,Route_7,21:51,23:14,1,Station_1,Station_12,5
2023-03-11,Tram,Route_9,09:35,10:04,73,Station_12,Station_18,6
2023-03-11,Train,Route_8,09:12,10:05,85,Station_11,Station_19,14
2023-03-11,Bus,Route_10,07:44,09:46,87,Station_16,Station_13,3
2023-03-11,Bus,Route_9,11:25,12:36,16,Station_3,Station_9,10
2023-03-11,Metro,Route_5,06:50,08:51,34,Station_19,Station_15,12
2023-03-11,Tram,Route_1,14:01,15:20,84,Station_17,Station_16,6
2023-03-12,Train,Route_7,13:41,14:28,53,Station_3,Station_16,13
2023-03-12,Bus,Route_7,19:10,19:26,68,Station_6,Station_16,2
2023-03-12,Tram,Route_7,05:10,05:25,13,Station_11,Station_6,1
2023-03-12,Train,Route_5,08:05,09:40,47,Station_14,Station_16,3
2023-03-12,Train,Route_8,05:57,06:35,62,Station_2,Station_7,4
2023-03-12,Train,Route_8,13:29,14:42,73,Station_2,Station_7,3
2023-03-12,Bus,Route_3,16:31,17:44,70,Station_11,Station_17,12
2023-03-12,Bus,Route_1,07:50,09:52,24,Station_13,Station_17,9
2023-03-12,Tram,Route_8,12:32,14:25,96,Station_10,Station_18,3
2023-03-12,Tram,Route_1,15:49,16:36,54,Station_7,Station_7,8
2023-03-12,Metro,Route_6,09:24,09:35,37,Station_11,Station_13,9
2023-03-12,Metro,Route_1,20:30,20:48,62,Station_1,Station_12,7
2023-03-12,Metro,Route_1,21:33,23:32,90,Station_14,Station_2,12
2023-03-12,Train,Route_4,06:33,06:52,39,Station_3,Station_13,15
2023-03-12,Tram,Route_5,07:21,08:07,92,Station_2,Station_13,3
2023-03-12,Tram,Route_1,10:49,11:54,47,Station_20,Station_19,14
