Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-06-01,Metro,Route_9,22:33,24:30,80,Station_9,Station_14,30
2023-06-01,Train,Route_6,05:10,06:47,83,Station_4,Station_5,42
2023-06-01,Bus,Route_4,20:54,21:47,32,Station_20,Station_6,34
2023-06-02,Metro,Route_1,18:47,20:09,35,Station_17,Station_17,4
2023-06-02,Bus,Route_8,18:15,20:06,86,Station_12,Station_2,0
2023-06-02,Bus,Route_1,14:30,15:32,15,Station_18,Station_17,2
2023-06-02,Bus,Route_7,19:41,21:40,62,Station_10,Station_19,4
2023-06-02,Tram,Route_2,07:20,08:12,26,Station_5,Station_6,6
2023-06-02,Train,Route_5,17:46,18:41,87,Station_12,Station_20,12
2023-06-02,Train,Route_2,15:27,16:42,93,Station_8,Station_8,5
2023-06-02,Metro,Route_8,09:59,10:21,30,Station_4,Station_8,11
2023-06-02,Metro,Route_5,22:34,24:01,61,Station_12,Station_6,3
2023-06-02,Bus,Route_6,11:11,11:45,73,Station_13,Station_19,13
2023-06-02,Bus,Route_2,16:55,18:21,12,Station_2,Station_14,1
2023-06-02,Metro,Route_1,15:58,17:58,29,Station_18,Station_20,13
2023-06-02,Train,Route_8,08:53,10:45,3,Station_1,Station_4,4
2023-06-02,Train,Route_6,19:13,20:46,70,Station_7,Station_13,15
2023-06-02,Bus,Route_10,06:30,08:09,44,Station_11,Station_13,5
2023-06-02,Train,Route_8,18:14,20:14,16,Station_11,Station_14,0
2023-06-02,Bus,Route_10,16:47,17:21,82,Station_16,Station_14,15
2023-06-02,Bus,Route_5,05:00,06:41,68,Station_6,Station_10,0
2023-06-02,Metro,Route_9,10:03,11:55,10,Station_1,Station_11,14
2023-06-02,Train,Route_8,05:32,07:09,9,Station_7,Station_11,5
2023-06-02,Train,Route_9,14:12,16:11,33,Station_4,Station_7,10
2023-06-02,Train,Route_5,12:21,14:03,20,Station_19,Station_8,15
2023-06-02,Train,Route_5,22:14,23:33,43,Station_13,Station_17,0
2023-06-02,Bus,Route_6,18:29,19:33,94,Station_12,Station_7,3
2023-06-02,Tram,Route_10,09:41,10:12,30,Station_15,Station_2,8
2023-06-02,Train,Route_10,18:42,18:55,66,Station_17,Station_17,8
2023-06-02,Tram,Route_5,11:26,11:51,59,Station_1,Station_17,14
2023-06-02,Metro,Route_1,11:59,14:10,89,Station_10,Station_18,11
2023-06-02,Metro,Route_8,10:15,10:52,78,Station_15,Station_20,11
2023-06-02,Metro,Route_3,17:00,17:21,93,Station_19,Station_9,10
2023-06-02,Metro,Route_7,10:01,10:36,45,Station_4,Station_18,6
2023-06-02,Train,Route_8,20:26,21:24,49,Station_8,Station_16,2
2023-06-03,Train,Route_8,21:34,22:59,61,Station_9,Station_14,14
2023-06-03,Bus,Route_1,06:36,08:36,73,Station_19,Station_6,4
2023-06-03,Tram,Route_1,18:45,20:33,56,Station_13,Station_15,6
2023-06-03,Tram,Route_4,14:06,15:02,21,Station_12,Station_12,5
2023-06-03,Metro,Route_10,19:08,19:36,58,Station_11,Station_14,11
2023-06-03,Train,Route_4,19:12,19:36,25,Station_4,Station_18,3
2023-06-03,Train,Route_1,12:43,13:00,38,Station_10,Station_10,13
2023-06-03,Metro,Route_5,06:14,07:35,7,Station_16,Station_1,6
2023-06-03,Train,Route_7,20:12,20:33,68,Station_1,Station_10,6
2023-06-03,Tram,Route_4,08:32,10:22,48,Station_9,Station_6,0
2023-06-03,Tram,Route_7,11:25,11:37,89,Station_6,Station_5,10
2023-06-03,Bus,Route_7,14:34,14:40,78,Station_9,Station_11,4
2023-06-03,Train,Route_9,07:27,08:55,53,Station_20,Station_15,14
2023-06-03,Tram,Route_3,17:24,19:00,94,Station_11,Station_10,11
2023-06-03,Train,Route_2,08:42,09:55,15,Station_20,Station_2,6
2023-06-03,Bus,Route_1,20:41,21:12,79,Station_5,Station_15,14
2023-06-03,Tram,Route_2,10:23,11:02,8,Station_7,Station_10,3
2023-06-03,Bus,Route_4,19:18,20:36,37,Station_2,Station_7,13
2023-06-03,Bus,Route_5,12:03,12:36,33,Station_15,Station_12,8
2023-06-03,Tram,Route_7,06:45,07:56,76,Station_5,Station_18,15
2023-06-03,Tram,Route_10,12:10,13:55,20,Station_3,Station_9,5
2023-06-03,Tram,Route_10,10:43,12:09,62,Station_13,Station_12,9
2023-06-03,Tram,Route_10,15:43,17:50,45,Station_8,Station_7,15
2023-06-03,Bus,Route_6,19:47,20:42,1,Station_20,Station_13,5
2023-06-03,Metro,Route_9,16:15,18:17,58,Station_18,Station_18,7
2023-06-03,Bus,Route_3,08:28,10:05,25,Station_13,Station_18,7
2023-06-03,Bus,Route_7,08:57,10:27,12,Station_11,Station_19,9
2023-06-03,Train,Route_6,18:32,20:18,28,Station_9,Station_18,15
2023-06-03,Bus,Route_2,16:09,17:06,65,Station_13,Station_13,8
2023-06-03,Metro,Route_3,09:10,09:57,69,Station_2,Station_19,0
2023-06-03,Train,Route_8,16:27,17:36,1,Station_1,Station_19,12
2023-06-03,Tram,Route_6,18:45,19:29,70,Station_17,Station_13,5
2023-06-04,Train,Route_10,22:31,23:18,19,Station_18,Station_19,4
2023-06-04,Train,Route_3,09:36,10:00,11,Station_11,Station_6,7
2023-06-04,Train,Route_4,07:11,08:32,48,Station_17,Station_9,1
2023-06-04,Bus,Route_5,09:27,10:51,16,Station_10,Station_6,3
2023-06-04,Metro,Route_6,18:19,20:01,9,Station_4,Station_19,7
2023-06-04,Train,Route_8,08:02,08:32,69,Station_7,Station_17,6
2023-06-04,Tram,Route_2,12:48,14:07,27,Station_16,Station_8,10
2023-06-04,Tram,Route_7,19:46,20:29,20,Station_18,Station_1,11
2023-06-04,Metro,Route_4,08:46,09:09,21,Station_12,Station_4,13
2023-06-04,Bus,Route_4,03:11,04:06,40,Station_7,Station_5,14
2023-06-04,Train,Route_3,20:17,20:49,36,Station_11,Station_7,7
2023-06-04,Bus,Route_4,10:02,10:34,13,Station_6,Station_5,2
2023-06-04,Metro,Route_1,10:18,10:57,25,Station_15,Station_13,1
2023-06-04,Bus,Route_7,06:51,07:05,83,Station_12,Station_13,2
2023-06-04,Train,Route_5,20:18,21:22,65,Station_7,Station_9,6
2023-06-04,Bus,Route_9,06:56,08:50,11,Station_12,Station_15,14
2023-06-04,Tram,Route_7,10:02,12:01,71,Station_1,Station_11,15
2023-06-04,Bus,Route_4,15:11,16:00,53,Station_19,Station_14,4
2023-06-04,Bus,Route_9,15:27,16:04,77,Station_6,Station_14,11
2023-06-04,Tram,Route_8,16:36,18:05,74,Station_13,Station_16,9
2023-06-04,Train,Route_8,11:30,13:41,13,Station_5,Station_1,14
2023-06-04,Bus,Route_3,19:20,19:53,71,Station_8,Station_12,6
2023-06-04,Tram,Route_7,22:48,24:30,24,Station_10,Station_13,8
2023-06-04,Metro,Route_10,18:57,19:37,87,Station_18,Station_6,3
2023-06-04,Train,Route_4,14:21,15:43,96,Station_13,Station_14,11
2023-06-04,Metro,Route_2,14:38,16:47,30,Station_19,Station_10,9
2023-06-04,Bus,Route_6,05:21,06:16,18,Station_15,Station_8,8
2023-06-04,Metro,Route_7,21:47,23:46,75,Station_9,Station_15,13
2023-06-04,Tram,Route_7,11:20,12:42,84,Station_12,Station_8,8
2023-06-04,Metro,Route_1,08:49,10:24,6,Station_9,Station_3,14
2023-06-04,Bus,Route_7,07:28,08:35,95,Station_13,Station_3,13
2023-06-04,Train,Route_2,19:39,20:55,48,Station_15,Station_14,6
2023-06-05,Bus,Route_8,11:34,13:41,14,Station_4,Station_10,15
2023-06-05,Bus,Route_1,20:16,20:57,76,Station_3,Station_6,7
2023-06-05,Train,Route_7,20:48,21:20,17,Station_15,Station_3,2
2023-06-05,Bus,Route_5,15:07,17:12,17,Station_10,Station_2,10
2023-06-05,Bus,Route_10,17:54,19:12,72,Station_9,Station_7,7
2023-06-05,Bus,Route_9,16:38,17:26,9,Station_15,Station_4,9
2023-06-05,Train,Route_7,09:53,11:47,84,Station_17,Station_6,7
2023-06-05,Metro,Route_5,21:39,22:12,55,Station_19,Station_6,15
2023-06-05,Metro,Route_10,13:19,14:13,24,Station_10,Station_7,10
2023-06-05,Tram,Route_9,22:23,24:27,17,Station_6,Station_16,15
2023-06-05,Train,Route_8,06:23,08:30,3,Station_10,Station_20,10
2023-06-05,Bus,Route_6,13:05,14:05,72,Station_16,Station_6,1
2023-06-05,Bus,Route_3,05:04,05:11,73,Station_15,Station_1,4
2023-06-05,Tram,Route_1,22:19,23:24,42,Station_6,Station_2,7
2023-06-05,Train,Route_5,11:50,13:09,36,Station_10,Station_1,0
2023-06-05,Train,Route_2,14:50,16:29,3,Station_4,Station_13,14
2023-06-05,Train,Route_5,17:02,18:56,8,Station_7,Station_11,0
2023-06-05,Bus,Route_1,10:40,12:03,55,Station_5,Station_4,8
2023-06-05,Bus,Route_6,11:57,13:07,20,Station_13,Station_14,9
2023-06-05,Bus,Route_3,05:01,05:23,39,Station_5,Station_19,5
2023-06-05,Bus,Route_10,14:11,14:19,31,Station_10,Station_16,5
2023-06-05,Metro,Route_9,06:28,06:54,99,Station_20,Station_13,6
2023-06-05,Tram,Route_2,14:56,16:57,49,Station_13,Station_9,9
2023-06-05,Bus,Route_10,21:51,22:33,54,Station_6,Station_4,9
2023-06-05,Train,Route_7,12:26,13:25,94,Station_16,Station_11,15
2023-06-05,Metro,Route_5,19:50,21:23,15,Station_19,Station_20,1
2023-06-05,Train,Route_3,20:08,20:46,7,Station_19,Station_9,4
2023-06-05,Metro,Route_6,07:37,08:18,27,Station_7,Station_2,15
2023-06-05,Train,Route_8,07:41,09:17,2,Station_2,Station_17,13
2023-06-05,Metro,Route_8,13:03,14:10,50,Station_16,Station_7,13
2023-06-05,Train,Route_2,22:01,22:49,53,Station_14,Station_5,10
2023-06-05,Train,Route_10,13:07,13:39,42,Station_6,Station_4,1
2023-06-06,Bus,Route_8,14:06,14:29,41,Station_2,Station_12,2
2023-06-06,Bus,Route_3,10:31,12:18,18,Station_19,Station_13,15
2023-06-06,Tram,Route_10,22:25,23:11,20,Station_5,Station_19,3
2023-06-06,Bus,Route_6,15:34,17:20,99,Station_14,Station_12,6
2023-06-06,Metro,Route_2,16:49,17:43,79,Station_18,Station_13,6
2023-06-06,Bus,Route_5,03:26,04:42,16,Station_11,Station_9,5
2023-06-06,Tram,Route_8,06:05,07:47,21,Station_2,Station_4,1
2023-06-06,Metro,Route_10,09:23,10:48,90,Station_5,Station_20,6
2023-06-06,Bus,Route_7,14:50,16:23,84,Station_13,Station_11,3
2023-06-06,Train,Route_8,16:10,16:24,50,Station_14,Station_7,3
2023-06-06,Bus,Route_1,17:19,18:12,19,Station_15,Station_12,5
2023-06-06,Metro,Route_8,07:45,08:23,36,Station_20,Station_13,14
2023-06-06,Bus,Route_7,10:19,10:53,92,Station_18,Station_20,10
2023-06-06,Train,Route_7,10:35,11:56,78,Station_2,Station_4,3
2023-06-06,Bus,Route_6,18:29,19:33,39,Station_8,Station_7,6
2023-06-06,Bus,Route_7,13:02,13:45,66,Station_4,Station_6,14
2023-06-06,Bus,Route_2,10:24,10:34,7,Station_9,Station_8,5
2023-06-06,Metro,Route_9,20:04,22:06,51,Station_10,Station_12,12
2023-06-06,Tram,Route_10,10:49,11:51,36,Station_13,Station_9,6
2023-06-06,Tram,Route_5,12:16,14:28,88,Station_19,Station_4,13
2023-06-06,Tram,Route_2,20:22,21:00,13,Station_6,Station_12,7
2023-06-06,Tram,Route_5,14:36,14:51,20,Station_9,Station_14,10
2023-06-06,Bus,Route_4,06:06,07:22,80,Station_14,Station_10,7
2023-06-06,Bus,Route_1,12:57,13:51,87,Station_6,Station_8,2
2023-06-06,Tram,Route_7,13:10,14:08,27,Station_11,Station_8,8
2023-06-06,Tram,Route_10,05:05,05:25,23,Station_5,Station_6,7
2023-06-06,Train,Route_5,21:53,22:17,65,Station_19,Station_8,8
2023-06-06,Bus,Route_9,18:23,18:37,88,Station_12,Station_20,1
2023-06-06,Metro,Route_1,06:10,08:14,30,Station_17,Station_6,10
2023-06-06,Bus,Route_3,14:09,15:02,48,Station_8,Station_17,13
2023-06-06,Bus,Route_6,05:23,05:49,32,Station_13,Station_19,8
2023-06-06,Metro,Route_4,07:01,08:21,30,Station_16,Station_20,4
2023-06-07,Train,Route_3,20:34,22:15,95,Station_4,Station_19,1
2023-06-07,Metro,Route_7,21:48,22:31,62,Station_3,Station_5,15
2023-06-07,Train,Route_9,18:50,20:42,98,Station_10,Station_3,7
2023-06-07,Bus,Route_3,10:10,10:31,10,Station_15,Station_2,10
2023-06-07,Train,Route_2,18:02,18:25,5,Station_16,Station_5,5
2023-06-07,Tram,Route_7,12:31,13:34,75,Station_16,Station_5,8
2023-06-07,Metro,Route_9,22:19,23:57,12,Station_11,Station_14,6
2023-06-07,Train,Route_9,15:25,16:28,43,Station_10,Station_3,5
2023-06-07,Bus,Route_9,18:16,19:24,27,Station_1,Station_20,12
2023-06-07,Metro,Route_4,15:30,15:49,3,Station_20,Station_6,7
2023-06-07,Metro,Route_9,20:12,22:21,86,Station_2,Station_6,9
2023-06-07,Bus,Route_3,22:27,24:22,23,Station_12,Station_15,8
2023-06-07,Train,Route_7,07:20,09:14,56,Station_9,Station_9,11
2023-06-07,Bus,Route_9,12:46,13:32,36,Station_17,Station_15,4
2023-06-07,Metro,Route_8,11:22,11:43,26,Station_17,Station_7,8
2023-06-07,Bus,Route_1,19:10,21:01,89,Station_15,Station_14,15
2023-06-07,Train,Route_8,14:15,16:23,98,Station_3,Station_10,12
2023-06-07,Tram,Route_7,16:47,17:02,67,Station_13,Station_3,1
2023-06-07,Tram,Route_5,07:43,09:13,30,Station_8,Station_2,1
2023-06-07,Train,Route_9,16:04,16:54,100,Station_18,Station_6,10
2023-06-07,Tram,Route_1,18:12,20:04,10,Station_2,Station_6,2
2023-06-07,Tram,Route_10,08:25,10:29,64,Station_9,Station_7,4
2023-06-07,Tram,Route_7,17:39,19:44,55,Station_13,Station_6,6
2023-06-07,Tram,Route_5,21:42,23:04,86,Station_8,Station_19,14
2023-06-07,Tram,Route_3,21:18,21:34,44,Station_15,Station_19,14
2023-06-07,Bus,Route_5,18:38,20:15,69,Station_18,Station_18,7
2023-06-07,Tram,Route_7,17:39,18:07,98,Station_6,Station_2,7
2023-06-07,Bus,Route_2,12:07,13:34,61,Station_17,Station_11,8
2023-06-07,Metro,Route_1,17:23,18:42,12,Station_15,Station_8,15
2023-06-07,Bus,Route_2,21:19,21:37,66,Station_19,Station_12,5
2023-06-07,Bus,Route_6,14:28,14:50,100,Station_12,Station_13,2
2023-06-07,Bus,Route_10,20:20,21:01,11,Station_4,Station_19,13
2023-06-08,Bus,Route_3,10:59,13:35,66,Station_6,Station_20,56
2023-06-08,Metro,Route_7,14:48,16:29,30,Station_6,Station_12,75
2023-06-08,Metro,Route_8,12:27,12:52,9,Station_7,Station_18,22
2023-06-08,Bus,Route_10,11:53,14:57,26,Station_20,Station_12,69
2023-06-08,Train,Route_3,16:37,18:02,6,Station_1,Station_16,51
2023-06-08,Bus,Route_4,18:43,19:43,94,Station_1,Station_17,28
2023-06-08,Metro,Route_5,06:43,07:07,25,Station_7,Station_20,12
2023-06-08,Metro,Route_7,11:22,12:31,96,Station_10,Station_1,54
2023-06-08,Bus,Route_2,12:22,13:58,60,Station_1,Station_1,41
2023-06-08,Train,Route_6,15:23,16:23,44,Station_11,Station_4,39
2023-06-08,Train,Route_3,08:22,09:43,94,Station_7,Station_7,47
2023-06-08,Metro,Route_10,07:34,08:53,13,Station_3,Station_8,36
2023-06-08,Train,Route_2,10:40,11:30,25,Station_6,Station_11,16
2023-06-08,Metro,Route_4,13:42,14:59,15,Station_16,Station_14,56
2023-06-08,Tram,Route_5,19:37,22:15,49,Station_16,Station_1,50
2023-06-08,Bus,Route_10,07:52,08:40,50,Station_15,Station_14,19
2023-06-08,Bus,Route_7,03:54,06:23,85,Station_11,Station_14,40
2023-06-08,Tram,Route_4,09:22,10:16,2,Station_11,Station_7,51
2023-06-08,Bus,Route_8,22:28,25:19,67,Station_19,Station_4,53
2023-06-08,Bus,Route_1,05:05,07:33,28,Station_5,Station_3,62
2023-06-08,Bus,Route_3,22:56,25:14,63,Station_6,Station_13,31
2023-06-08,Train,Route_2,12:49,14:53,87,Station_18,Station_9,69
2023-06-08,Train,Route_7,13:57,14:31,47,Station_6,Station_11,30
2023-06-08,Bus,Route_2,03:55,06:38,85,Station_13,Station_14,58
2023-06-08,Bus,Route_7,06:12,08:07,76,Station_7,Station_1,46
2023-06-08,Metro,Route_7,16:38,18:22,57,Station_20,Station_5,21
2023-06-08,Metro,Route_7,08:02,09:33,7,Station_2,Station_2,52
2023-06-08,Tram,Route_9,12:08,14:04,90,Station_11,Station_19,21
2023-06-08,Train,Route_1,19:25,20:50,32,Station_4,Station_10,59
2023-06-08,Train,Route_9,22:33,24:20,31,Station_4,Station_3,27
2023-06-08,Train,Route_1,19:10,20:07,19,Station_16,Station_15,32
2023-06-08,Bus,Route_1,21:22,22:26,84,Station_5,Station_15,33
2023-06-09,Bus,Route_7,14:46,16:11,35,Station_2,Station_20,11
2023-06-09,Tram,Route_9,21:30,23:13,91,Station_9,Station_14,3
2023-06-09,Tram,Route_1,10:00,11:18,36,Station_18,Station_15,7
2023-06-09,Metro,Route_5,19:15,21:08,8,Station_4,Station_12,8
2023-06-09,Metro,Route_10,06:47,07:35,2,Station_10,Station_1,11
2023-06-09,Bus,Route_3,21:08,23:10,73,Station_2,Station_4,5
2023-06-09,Tram,Route_1,10:24,11:57,69,Station_13,Station_15,13
2023-06-09,Bus,Route_4,16:45,17:44,92,Station_12,Station_9,12
2023-06-09,Train,Route_4,21:08,21:42,37,Station_4,Station_19,14
2023-06-09,Bus,Route_3,20:41,20:56,70,Station_20,Station_16,3
2023-06-09,Metro,Route_6,06:30,08:02,97,Station_8,Station_16,3
2023-06-09,Tram,Route_5,18:35,19:46,54,Station_18,Station_8,13
2023-06-09,Tram,Route_9,14:18,14:40,51,Station_14,Station_8,11
2023-06-09,Tram,Route_5,21:48,23:19,14,Station_8,Station_20,9
2023-06-09,Tram,Route_1,17:30,18:26,57,Station_8,Station_9,13
2023-06-09,Metro,Route_1,05:29,05:39,46,Station_9,Station_9,7
2023-06-09,Train,Route_3,13:19,14:58,70,Station_5,Station_16,10
2023-06-09,Metro,Route_8,11:18,12:46,23,Station_10,Station_17,4
2023-06-09,Train,Route_5,17:37,18:07,52,Station_11,Station_1,11
2023-06-09,Metro,Route_5,19:17,20:29,58,Station_4,Station_5,1
2023-06-09,Metro,Route_3,08:06,09:17,4,Station_8,Station_5,2
2023-06-09,Metro,Route_1,05:46,07:08,55,Station_5,Station_4,8
2023-06-09,Train,Route_2,15:15,15:42,25,Station_1,Station_15,7
2023-06-09,Bus,Route_2,03:13,04:15,65,Station_2,Station_18,15
2023-06-09,Tram,Route_10,07:27,09:14,69,Station_10,Station_9,15
2023-06-09,Bus,Route_4,10:55,11:42,53,Station_10,Station_18,5
2023-06-09,Metro,Route_7,14:09,15:48,22,Station_10,Station_6,5
2023-06-09,Train,Route_1,15:51,16:41,52,Station_12,Station_10,1
2023-06-09,Metro,Route_2,15:31,16:42,53,Station_15,Station_3,13
2023-06-09,Metro,Route_5,06:21,07:34,13,Station_7,Station_3,15
2023-06-09,Tram,Route_4,14:49,15:05,47,Station_3,Station_6,3
2023-06-09,Bus,Route_2,16:55,17:22,22,Station_5,Station_2,6
2023-06-10,Bus,Route_8,21:02,21:42,54,Station_8,Station_8,10
2023-06-10,Bus,Route_4,06:36,08:12,54,Station_13,Station_6,15
2023-06-10,Tram,Route_1,10:08,10:21,84,Station_11,Station_13,12
2023-06-10,Metro,Route_3,15:43,16:22,65,Station_12,Station_11,4
2023-06-10,Tram,Route_10,20:37,22:34,25,Station_14,Station_17,11
2023-06-10,Metro,Route_8,08:05,09:52,68,Station_14,Station_16,12
2023-06-10,Train,Route_10,06:54,08:09,98,Station_15,Station_8,4
2023-06-10,Train,Route_6,17:55,19:32,11,Station_4,Station_20,9
2023-06-10,Bus,Route_5,13:40,15:45,11,Station_16,Station_20,12
2023-06-10,Train,Route_9,06:26,08:35,68,Station_8,Station_9,13
2023-06-10,Tram,Route_9,05:19,07:00,85,Station_19,Station_18,8
2023-06-10,Metro,Route_7,05:43,06:38,67,Station_3,Station_20,15
2023-06-10,Tram,Route_1,07:22,07:50,38,Station_10,Station_17,3
2023-06-10,Bus,Route_2,22:45,23:14,40,Station_2,Station_17,1
2023-06-10,Bus,Route_7,14:14,16:17,68,Station_10,Station_4,14
2023-06-10,Metro,Route_5,07:44,09:31,30,Station_1,Station_17,12
2023-06-10,Train,Route_3,20:22,21:21,15,Station_9,Station_5,3
2023-06-10,Metro,Route_9,07:26,08:32,12,Station_9,Station_7,7
2023-06-10,Bus,Route_1,18:02,19:40,38,Station_5,Station_14,12
2023-06-10,Train,Route_8,12:12,13:50,56,Station_6,Station_9,3
2023-06-10,Bus,Route_3,22:21,23:27,58,Station_9,Station_5,9
2023-06-10,Bus,Route_9,16:56,17:55,63,Station_19,Station_16,13
2023-06-10,Metro,Route_4,06:56,07:42,38,Station_18,Station_17,3
2023-06-10,Train,Route_7,16:40,18:46,44,Station_20,Station_15,12
2023-06-10,Train,Route_3,14:40,16:42,76,Station_20,Station_3,13
2023-06-10,Tram,Route_3,15:26,16:32,95,Station_19,Station_11,0
2023-06-10,Tram,Route_7,20:50,22:49,28,Station_1,Station_4,1
2023-06-10,Tram,Route_9,05:03,05:49,1,Station_4,Station_12,3
2023-06-10,Metro,Route_9,11:47,12:35,9,Station_2,Station_2,4
2023-06-10,Train,Route_1,19:09,20:17,81,Station_8,Station_1,4
2023-06-10,Bus,Route_9,22:54,24:30,80,Station_8,Station_15,10
2023-06-10,Tram,Route_6,07:00,08:52,58,Station_9,Station_8,11
2023-06-11,Tram,Route_9,09:53,11:07,24,Station_5,Station_13,15
2023-06-11,Metro,Route_10,08:13,09:27,35,Station_6,Station_5,25
2023-06-11,Tram,Route_5,22:49,24:36,78,Station_4,Station_11,58
2023-06-11,Bus,Route_8,08:46,09:59,19,Station_3,Station_19,54
2023-06-11,Tram,Route_4,16:44,19:18,4,Station_9,Station_4,48
2023-06-11,Metro,Route_3,17:30,18:37,23,Station_8,Station_4,42
2023-06-11,Tram,Route_1,09:49,10:55,22,Station_12,Station_20,37
2023-06-11,Tram,Route_2,13:27,13:42,55,Station_17,Station_1,12
2023-06-11,Train,Route_8,19:53,22:33,34,Station_2,Station_10,46
2023-06-11,Bus,Route_10,08:28,10:49,35,Station_8,Station_18,27
2023-06-11,Train,Route_9,20:05,20:37,22,Station_2,Station_13,27
2023-06-11,Tram,Route_7,22:58,25:36,69,Station_16,Station_1,59
2023-06-11,Metro,Route_3,18:08,18:25,29,Station_12,Station_20,14
2023-06-11,Train,Route_5,11:26,12:36,2,Station_18,Station_12,29
2023-06-11,Metro,Route_9,06:50,07:22,3,Station_14,Station_9,28
2023-06-11,Bus,Route_9,20:03,21:57,83,Station_20,Station_1,56
2023-06-11,Tram,Route_10,20:31,21:55,25,Station_12,Station_12,54
2023-06-11,Metro,Route_3,21:54,22:58,3,Station_3,Station_14,28
2023-06-11,Tram,Route_6,12:25,12:51,2,Station_17,Station_15,11
2023-06-11,Train,Route_7,19:42,20:56,64,Station_18,Station_20,50
2023-06-11,Metro,Route_2,13:27,15:34,37,Station_17,Station_19,43
2023-06-11,Bus,Route_6,03:24,04:47,23,Station_16,Station_5,36
2023-06-11,Tram,Route_7,14:40,15:26,91,Station_13,Station_10,10
2023-06-11,Tram,Route_8,13:33,15:06,48,Station_15,Station_3,32
2023-06-11,Bus,Route_3,19:16,19:52,86,Station_18,Station_19,12
2023-06-11,Bus,Route_3,14:38,17:32,21,Station_12,Station_15,63
2023-06-11,Train,Route_5,21:23,22:53,13,Station_4,Station_18,29
2023-06-11,Metro,Route_8,06:21,08:39,77,Station_6,Station_16,48
2023-06-11,Tram,Route_9,09:11,10:46,93,Station_8,Station_11,51
2023-06-11,Tram,Route_4,08:12,09:29,94,Station_9,Station_7,30
2023-06-11,Train,Route_7,05:50,08:13,85,Station_11,Station_5,70
2023-06-11,Metro,Route_3,16:54,17:59,24,Station_4,Station_13,40
2023-06-12,Train,Route_5,18:13,20:14,58,Station_11,Station_12,2
2023-06-12,Tram,Route_2,19:01,20:47,20,Station_20,Station_2,1
2023-06-12,Train,Route_2,14:12,15:15,28,Station_5,Station_9,6
2023-06-12,Bus,Route_6,08:41,09:06,51,Station_6,Station_2,14
2023-06-12,Bus,Route_2,08:12,09:30,53,Station_1,Station_4,0
2023-06-12,Metro,Route_2,22:16,24:18,39,Station_19,Station_6,6
2023-06-12,Metro,Route_3,05:46,06:44,94,Station_20,Station_8,13
2023-06-12,Tram,Route_6,22:55,24:34,20,Station_16,Station_16,12
2023-06-12,Bus,Route_2,15:10,17:02,69,Station_13,Station_10,7
2023-06-12,Bus,Route_1,10:56,12:20,51,Station_8,Station_17,10
2023-06-12,Train,Route_9,10:06,10:48,13,Station_19,Station_2,15
2023-06-12,Bus,Route_3,06:21,08:35,18,Station_9,Station_6,15
2023-06-12,Bus,Route_4,21:50,23:53,82,Station_10,Station_8,4
2023-06-12,Tram,Route_1,06:33,08:23,39,Station_6,Station_10,14
2023-06-12,Metro,Route_10,21:13,21:56,14,Station_7,Station_11,5
2023-06-12,Train,Route_1,15:16,16:46,82,Station_7,Station_5,14
