Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-04-04,Bus,Route_6,11:58,13:09,34,Station_7,Station_12,11
2023-04-04,Metro,Route_8,22:28,24:36,85,Station_20,Station_7,8
2023-04-04,Train,Route_5,20:01,21:55,62,Station_3,Station_13,14
2023-04-04,Train,Route_10,18:29,18:49,94,Station_20,Station_17,0
2023-04-04,Train,Route_4,09:04,11:04,67,Station_7,Station_19,2
2023-04-04,Train,Route_2,11:01,12:20,59,Station_5,Station_14,1
2023-04-04,Metro,Route_3,22:03,23:48,6,Station_7,Station_8,3
2023-04-04,Metro,Route_4,06:37,07:23,66,Station_16,Station_6,1
2023-04-04,Train,Route_7,17:32,17:58,11,Station_7,Station_18,12
2023-04-05,Metro,Route_5,17:55,19:18,75,Station_16,Station_12,9
2023-04-05,Tram,Route_7,16:32,18:03,88,Station_14,Station_10,9
2023-04-05,Tram,Route_9,07:59,10:10,53,Station_6,Station_8,11
2023-04-05,Bus,Route_7,16:53,18:26,64,Station_11,Station_6,15
2023-04-05,Train,Route_6,19:13,20:49,48,Station_17,Station_20,4
2023-04-05,Bus,Route_10,18:17,19:41,83,Station_2,Station_1,8
2023-04-05,Bus,Route_2,15:44,17:35,49,Station_11,Station_17,4
2023-04-05,Metro,Route_8,06:59,08:48,14,Station_6,Station_11,15
2023-04-05,Metro,Route_2,16:17,17:52,71,Station_4,Station_10,1
2023-04-05,Tram,Route_5,10:54,11:27,66,Station_14,Station_18,8
2023-04-05,Bus,Route_10,17:50,18:39,20,Station_18,Station_18,10
2023-04-05,Bus,Route_2,12:25,12:37,6,Station_9,Station_9,2
2023-04-05,Tram,Route_7,18:16,20:09,36,Station_8,Station_6,1
2023-04-05,Metro,Route_2,10:17,11:31,95,Station_20,Station_8,8
2023-04-05,Tram,Route_6,17:51,19:28,44,Station_12,Station_19,12
2023-04-05,Metro,Route_5,11:41,13:23,67,Station_10,Station_2,12
2023-04-05,Train,Route_1,09:12,10:57,11,Station_6,Station_14,7
2023-04-05,Bus,Route_5,10:52,12:14,5,Station_14,Station_6,5
2023-04-05,Tram,Route_8,17:27,18:39,48,Station_17,Station_14,1
2023-04-05,Tram,Route_9,16:12,16:16,89,Station_12,Station_11,3
2023-04-05,Metro,Route_3,14:33,16:06,22,Station_6,Station_7,4
2023-04-05,Tram,Route_1,09:01,09:47,27,Station_14,Station_4,1
2023-04-05,Bus,Route_6,11:04,13:00,96,Station_10,Station_11,11
2023-04-05,Tram,Route_1,15:40,16:22,30,Station_14,Station_8,6
2023-04-05,Metro,Route_8,14:15,15:40,99,Station_20,Station_18,5
2023-04-05,Train,Route_5,12:42,13:52,54,Station_19,Station_7,6
2023-04-05,Train,Route_1,16:03,17:44,42,Station_14,Station_6,5
2023-04-05,Tram,Route_10,13:58,14:40,10,Station_2,Station_17,8
2023-04-05,Train,Route_5,16:42,17:56,57,Station_11,Station_12,4
2023-04-05,Metro,Route_9,20:00,21:59,53,Station_18,Station_17,6
2023-04-05,Metro,Route_9,19:26,21:16,15,Station_9,Station_17,4
2023-04-05,Metro,Route_1,14:14,15:15,22,Station_8,Station_6,11
2023-04-06,Tram,Route_10,09:17,10:55,97,Station_17,Station_4,11
2023-04-06,Tram,Route_8,05:59,06:13,70,Station_20,Station_3,9
2023-04-06,Train,Route_3,06:59,08:31,33,Station_5,Station_15,10
2023-04-06,Tram,Route_2,12:08,14:16,48,Station_12,Station_19,14
2023-04-06,Metro,Route_10,05:14,06:15,34,Station_20,Station_11,6
2023-04-06,Metro,Route_10,05:46,07:50,47,Station_16,Station_9,7
2023-04-06,Metro,Route_10,08:40,10:36,4,Station_5,Station_1,7
2023-04-06,Tram,Route_2,05:22,06:34,87,Station_12,Station_1,9
2023-04-06,Tram,Route_10,15:48,16:19,16,Station_15,Station_13,10
2023-04-06,Train,Route_9,21:03,23:09,82,Station_4,Station_17,12
2023-04-06,Train,Route_10,10:25,11:02,31,Station_2,Station_15,13
2023-04-06,Bus,Route_3,18:59,19:55,13,Station_5,Station_2,11
2023-04-06,Train,Route_5,20:31,22:31,43,Station_2,Station_12,1
2023-04-06,Tram,Route_4,10:08,11:15,34,Station_7,Station_17,0
2023-04-06,Tram,Route_4,12:55,13:12,29,Station_4,Station_19,6
2023-04-06,Train,Route_10,07:07,08:06,10,Station_8,Station_12,4
2023-04-06,Metro,Route_9,16:08,17:50,42,Station_8,Station_17,0
2023-04-06,Tram,Route_1,06:57,08:28,93,Station_6,Station_5,8
2023-04-06,Tram,Route_9,13:02,14:23,32,Station_13,Station_20,2
2023-04-06,Bus,Route_2,12:46,13:31,3,Station_9,Station_10,12
2023-04-06,Bus,Route_8,22:47,24:48,98,Station_15,Station_13,10
2023-04-06,Metro,Route_9,10:40,11:08,52,Station_13,Station_6,2
2023-04-06,Tram,Route_2,14:11,15:31,10,Station_5,Station_5,8
2023-04-06,Bus,Route_5,09:10,10:03,21,Station_6,Station_20,12
2023-04-06,Tram,Route_7,17:50,18:42,12,Station_2,Station_13,9
2023-04-06,Bus,Route_7,13:33,15:13,72,Station_16,Station_17,2
2023-04-06,Metro,Route_6,16:15,18:18,52,Station_11,Station_2,6
2023-04-06,Bus,Route_8,14:51,16:10,98,Station_6,Station_16,3
2023-04-06,Metro,Route_4,06:55,07:21,67,Station_20,Station_16,2
2023-04-06,Metro,Route_3,09:57,11:05,48,Station_17,Station_10,3
2023-04-06,Tram,Route_9,20:54,22:15,24,Station_16,Station_18,2
2023-04-06,Tram,Route_10,21:27,22:50,66,Station_16,Station_15,14
2023-04-07,Train,Route_5,12:54,13:23,33,Station_20,Station_13,3
2023-04-07,Train,Route_7,11:06,11:25,42,Station_15,Station_6,7
2023-04-07,Bus,Route_4,18:40,18:57,47,Station_13,Station_11,5
2023-04-07,Train,Route_8,06:23,07:07,27,Station_11,Station_17,9
2023-04-07,Bus,Route_3,10:00,11:21,64,Station_18,Station_17,14
2023-04-07,Tram,Route_10,22:30,22:59,13,Station_6,Station_5,1
2023-04-07,Tram,Route_5,13:38,14:37,71,Station_9,Station_13,8
2023-04-07,Bus,Route_7,20:21,22:15,82,Station_13,Station_14,0
2023-04-07,Tram,Route_7,13:47,14:33,56,Station_5,Station_6,13
2023-04-07,Train,Route_4,11:11,13:13,5,Station_1,Station_11,3
2023-04-07,Metro,Route_2,13:33,15:29,55,Station_3,Station_11,11
2023-04-07,Bus,Route_5,14:52,16:10,90,Station_20,Station_2,14
2023-04-07,Bus,Route_1,10:01,11:46,43,Station_15,Station_5,9
2023-04-07,Train,Route_8,19:46,19:58,50,Station_2,Station_14,9
2023-04-07,Train,Route_2,09:40,11:26,59,Station_17,Station_7,0
2023-04-07,Tram,Route_6,07:09,08:52,47,Station_20,Station_5,15
2023-04-07,Train,Route_7,07:34,08:23,68,Station_5,Station_3,10
2023-04-07,Bus,Route_4,12:38,13:26,10,Station_17,Station_9,13
2023-04-07,Metro,Route_6,21:34,23:12,95,Station_16,Station_8,7
2023-04-07,Bus,Route_5,03:25,04:06,70,Station_4,Station_12,6
2023-04-07,Bus,Route_1,08:49,10:02,51,Station_7,Station_11,15
2023-04-07,Tram,Route_4,17:51,19:24,18,Station_7,Station_12,9
2023-04-07,Metro,Route_2,20:39,21:15,16,Station_15,Station_15,4
2023-04-07,Metro,Route_6,09:13,10:15,50,Station_5,Station_5,8
2023-04-07,Metro,Route_6,19:15,20:09,36,Station_2,Station_11,6
2023-04-07,Tram,Route_4,11:26,13:06,39,Station_16,Station_7,13
2023-04-07,Train,Route_3,15:43,17:13,23,Station_18,Station_6,9
2023-04-07,Train,Route_7,21:39,23:04,63,Station_20,Station_8,5
2023-04-07,Metro,Route_4,09:26,09:46,85,Station_17,Station_1,10
2023-04-07,Train,Route_5,21:58,22:12,56,Station_14,Station_8,0
2023-04-07,Tram,Route_3,07:01,08:20,64,Station_9,Station_7,14
2023-04-07,Bus,Route_3,03:33,04:46,43,Station_7,Station_13,12
2023-04-08,Tram,Route_9,13:57,15:56,54,Station_19,Station_12,9
2023-04-08,Bus,Route_1,10:47,11:45,98,Station_6,Station_7,4
2023-04-08,Train,Route_5,13:26,13:58,34,Station_4,Station_10,12
2023-04-08,Bus,Route_3,09:08,10:42,47,Station_17,Station_16,7
2023-04-08,Tram,Route_6,16:00,17:34,87,Station_1,Station_17,7
2023-04-08,Train,Route_10,17:56,19:50,16,Station_13,Station_13,8
2023-04-08,Bus,Route_4,06:13,06:58,83,Station_7,Station_9,15
2023-04-08,Train,Route_7,20:24,21:26,35,Station_13,Station_19,5
2023-04-08,Train,Route_5,05:00,05:38,8,Station_15,Station_5,3
2023-04-08,Metro,Route_4,22:35,23:27,67,Station_9,Station_15,10
2023-04-08,Metro,Route_8,21:29,22:30,21,Station_8,Station_5,11
2023-04-08,Train,Route_3,22:55,23:55,44,Station_18,Station_13,7
2023-04-08,Bus,Route_6,05:50,06:04,50,Station_13,Station_20,3
2023-04-08,Bus,Route_9,19:42,21:38,50,Station_15,Station_2,13
2023-04-08,Metro,Route_6,06:46,08:37,57,Station_16,Station_6,12
2023-04-08,Bus,Route_8,19:39,20:33,40,Station_3,Station_15,12
2023-04-08,Train,Route_5,20:56,21:37,46,Station_17,Station_14,7
2023-04-08,Train,Route_5,12:35,13:36,92,Station_18,Station_7,7
2023-04-08,Metro,Route_1,17:37,18:12,23,Station_12,Station_10,2
2023-04-08,Metro,Route_10,08:56,09:40,61,Station_19,Station_5,10
2023-04-08,Train,Route_5,09:58,11:54,82,Station_8,Station_18,12
2023-04-08,Train,Route_9,13:20,15:12,8,Station_10,Station_3,11
2023-04-08,Metro,Route_8,20:45,22:32,39,Station_13,Station_15,10
2023-04-08,Metro,Route_6,05:30,06:19,62,Station_6,Station_1,15
2023-04-08,Metro,Route_5,09:40,10:11,16,Station_2,Station_19,14
2023-04-08,Metro,Route_1,22:58,24:45,20,Station_17,Station_5,15
2023-04-08,Train,Route_1,05:54,07:18,30,Station_3,Station_1,6
2023-04-08,Tram,Route_10,12:33,14:13,32,Station_17,Station_7,3
2023-04-08,Train,Route_9,12:00,13:49,7,Station_12,Station_9,5
2023-04-08,Metro,Route_1,08:33,09:45,93,Station_11,Station_14,13
2023-04-08,Train,Route_8,12:06,13:20,8,Station_4,Station_20,9
2023-04-08,Metro,Route_6,17:52,20:01,30,Station_11,Station_13,12
2023-04-09,Bus,Route_3,10:52,11:23,71,Station_18,Station_20,4
2023-04-09,Train,Route_4,15:19,15:42,46,Station_15,Station_3,10
2023-04-09,Metro,Route_2,07:09,07:38,16,Station_18,Station_2,14
2023-04-09,Tram,Route_7,11:33,12:32,58,Station_13,Station_4,0
2023-04-09,Train,Route_1,14:16,15:34,26,Station_10,Station_4,0
2023-04-09,Bus,Route_8,22:38,23:46,12,Station_7,Station_17,9
2023-04-09,Tram,Route_2,17:10,18:23,48,Station_8,Station_4,7
2023-04-09,Train,Route_1,11:57,13:58,71,Station_19,Station_18,9
2023-04-09,Train,Route_10,09:01,10:49,13,Station_16,Station_6,10
2023-04-09,Bus,Route_4,19:21,20:40,51,Station_12,Station_11,7
2023-04-09,Train,Route_7,11:17,13:16,45,Station_1,Station_20,12
2023-04-09,Metro,Route_9,11:00,12:45,36,Station_6,Station_10,1
2023-04-09,Tram,Route_4,16:49,17:41,61,Station_12,Station_17,4
2023-04-09,Bus,Route_1,18:03,19:01,31,Station_9,Station_11,10
2023-04-09,Train,Route_1,18:04,18:49,19,Station_1,Station_15,14
2023-04-09,Bus,Route_2,10:27,12:30,38,Station_8,Station_14,3
2023-04-09,Metro,Route_9,22:49,24:11,17,Station_9,Station_1,12
2023-04-09,Bus,Route_2,06:20,07:56,62,Station_5,Station_6,15
2023-04-09,Tram,Route_2,17:50,19:07,71,Station_16,Station_2,1
2023-04-09,Tram,Route_7,20:20,22:02,85,Station_2,Station_5,11
2023-04-09,Train,Route_9,12:03,13:04,96,Station_3,Station_16,7
2023-04-09,Bus,Route_6,08:03,09:38,49,Station_20,Station_9,5
2023-04-09,Metro,Route_4,13:36,14:43,90,Station_20,Station_8,15
2023-04-09,Train,Route_4,15:37,17:13,21,Station_11,Station_20,13
2023-04-09,Metro,Route_2,07:03,07:53,36,Station_7,Station_5,13
2023-04-09,Train,Route_7,18:35,19:21,54,Station_5,Station_17,11
2023-04-09,Tram,Route_7,06:22,07:59,65,Station_16,Station_4,11
2023-04-09,Bus,Route_5,21:39,21:58,2,Station_7,Station_15,9
2023-04-09,Tram,Route_7,07:07,07:48,18,Station_6,Station_12,13
2023-04-09,Metro,Route_6,20:57,22:08,28,Station_3,Station_14,11
2023-04-09,Bus,Route_7,18:51,20:20,81,Station_10,Station_13,13
2023-04-09,Bus,Route_10,03:29,04:43,15,Station_6,Station_2,6
2023-04-10,Train,Route_4,07:53,08:21,83,Station_16,Station_3,10
2023-04-10,Train,Route_10,13:23,13:52,85,Station_20,Station_4,15
2023-04-10,Bus,Route_10,12:19,13:37,39,Station_8,Station_13,6
2023-04-10,Metro,Route_9,21:40,23:29,5,Station_8,Station_1,5
2023-04-10,Bus,Route_4,11:23,12:51,69,Station_11,Station_12,7
2023-04-10,Train,Route_9,20:42,21:41,15,Station_17,Station_12,4
2023-04-10,Metro,Route_9,07:13,08:01,54,Station_9,Station_2,10
2023-04-10,Metro,Route_8,12:23,13:52,67,Station_10,Station_4,5
2023-04-10,Metro,Route_6,20:43,22:23,40,Station_7,Station_17,6
2023-04-10,Tram,Route_1,09:44,10:22,68,Station_5,Station_10,7
2023-04-10,Tram,Route_5,11:01,13:00,75,Station_2,Station_13,13
2023-04-10,Train,Route_5,08:08,09:22,11,Station_15,Station_19,14
2023-04-10,Metro,Route_3,22:52,23:48,65,Station_7,Station_14,15
2023-04-10,Tram,Route_9,12:45,14:58,66,Station_19,Station_10,13
2023-04-10,Train,Route_1,17:46,19:27,36,Station_10,Station_2,14
2023-04-10,Bus,Route_10,18:30,20:20,42,Station_4,Station_7,14
2023-04-10,Bus,Route_1,11:57,13:13,35,Station_10,Station_1,10
2023-04-10,Metro,Route_9,09:34,10:21,76,Station_2,Station_9,2
2023-04-10,Metro,Route_3,08:51,09:13,76,Station_1,Station_3,6
2023-04-10,Train,Route_3,21:36,22:40,69,Station_13,Station_20,6
2023-04-10,Bus,Route_10,18:30,18:48,69,Station_9,Station_18,5
2023-04-10,Train,Route_9,18:18,19:26,96,Station_2,Station_8,5
2023-04-10,Train,Route_9,20:42,22:21,57,Station_17,Station_2,11
2023-04-10,Metro,Route_8,16:05,16:24,56,Station_20,Station_13,1
2023-04-10,Bus,Route_3,03:06,03:20,10,Station_1,Station_8,4
2023-04-10,Train,Route_2,10:36,11:31,30,Station_18,Station_6,13
2023-04-10,Bus,Route_8,05:08,06:43,69,Station_12,Station_12,4
2023-04-10,Train,Route_5,16:37,17:02,98,Station_1,Station_14,0
2023-04-10,Train,Route_5,09:16,09:35,27,Station_5,Station_17,3
2023-04-10,Tram,Route_6,11:48,12:36,61,Station_1,Station_2,1
2023-04-10,Metro,Route_9,21:35,22:39,36,Station_1,Station_14,5
2023-04-10,Train,Route_7,06:47,07:31,53,Station_13,Station_14,15
2023-04-11,Metro,Route_9,15:04,17:13,30,Station_1,Station_14,14
2023-04-11,Metro,Route_1,22:07,23:41,81,Station_16,Station_4,9
2023-04-11,Train,Route_4,15:20,16:11,60,Station_3,Station_4,5
2023-04-11,Tram,Route_4,07:02,07:50,57,Station_19,Station_14,13
2023-04-11,Tram,Route_10,22:41,24:08,57,Station_20,Station_13,14
2023-04-11,Bus,Route_8,10:30,11:12,73,Station_7,Station_1,9
2023-04-11,Tram,Route_8,05:47,07:17,10,Station_13,Station_9,7
2023-04-11,Tram,Route_4,06:42,08:08,71,Station_5,Station_3,11
2023-04-11,Bus,Route_8,10:52,12:06,71,Station_9,Station_15,2
2023-04-11,Tram,Route_8,07:48,09:52,83,Station_11,Station_12,8
2023-04-11,Bus,Route_9,15:38,17:06,40,Station_9,Station_8,4
2023-04-11,Bus,Route_10,18:09,18:24,28,Station_11,Station_1,13
2023-04-11,Tram,Route_1,18:33,20:35,81,Station_17,Station_8,13
2023-04-11,Bus,Route_3,19:22,20:06,90,Station_9,Station_18,6
2023-04-11,Metro,Route_9,12:57,14:27,49,Station_17,Station_4,0
2023-04-11,Metro,Route_2,11:36,13:18,80,Station_11,Station_8,1
2023-04-11,Train,Route_6,12:27,12:49,19,Station_5,Station_11,0
2023-04-11,Tram,Route_7,11:42,12:45,58,Station_2,Station_19,5
2023-04-11,Metro,Route_4,12:29,14:13,52,Station_2,Station_6,1
2023-04-11,Tram,Route_5,15:12,16:18,52,Station_12,Station_12,1
2023-04-11,Tram,Route_6,12:06,13:22,30,Station_10,Station_6,13
2023-04-11,Bus,Route_8,20:40,21:47,67,Station_14,Station_20,15
2023-04-11,Tram,Route_1,10:20,11:40,14,Station_20,Station_9,1
2023-04-11,Tram,Route_5,11:27,13:02,4,Station_15,Station_18,3
2023-04-11,Train,Route_3,12:28,12:46,17,Station_19,Station_20,8
2023-04-11,Bus,Route_10,07:53,09:06,74,Station_19,Station_3,6
2023-04-11,Train,Route_3,13:22,15:08,81,Station_7,Station_6,9
2023-04-11,Train,Route_6,15:49,16:35,43,Station_16,Station_9,1
2023-04-11,Metro,Route_9,09:17,09:45,16,Station_16,Station_4,10
2023-04-11,Tram,Route_3,18:52,20:46,20,Station_17,Station_16,4
2023-04-11,Bus,Route_2,09:52,10:22,24,Station_3,Station_11,6
2023-04-11,Train,Route_10,05:27,06:52,26,Station_13,Station_16,1
2023-04-12,Train,Route_3,18:54,20:03,8,Station_16,Station_7,9
2023-04-12,Train,Route_6,21:26,23:32,10,Station_14,Station_7,8
2023-04-12,Bus,Route_3,22:51,24:31,60,Station_8,Station_3,1
2023-04-12,Metro,Route_8,14:26,15:46,1,Station_11,Station_20,8
2023-04-12,Bus,Route_1,22:56,24:56,20,Station_16,Station_9,13
2023-04-12,Train,Route_10,21:52,23:17,30,Station_15,Station_15,3
2023-04-12,Train,Route_1,07:09,07:40,91,Station_5,Station_4,10
2023-04-12,Metro,Route_10,21:03,22:04,96,Station_2,Station_18,0
2023-04-12,Bus,Route_7,15:55,18:09,34,Station_2,Station_3,15
2023-04-12,Metro,Route_4,12:10,13:43,7,Station_6,Station_15,6
2023-04-12,Bus,Route_3,21:23,23:09,71,Station_18,Station_3,9
2023-04-12,Train,Route_2,13:00,13:19,40,Station_3,Station_7,7
2023-04-12,Bus,Route_10,19:26,20:56,16,Station_5,Station_19,10
2023-04-12,Metro,Route_5,05:43,06:44,29,Station_7,Station_15,5
2023-04-12,Tram,Route_6,17:08,18:48,7,Station_7,Station_14,15
2023-04-12,Train,Route_9,13:17,14:40,95,Station_19,Station_18,13
