Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-05-02,Bus,Route_4,09:09,09:43,70,Station_13,Station_6,9
2023-05-02,Bus,Route_4,16:37,17:49,24,Station_19,Station_2,12
2023-05-02,Train,Route_7,20:11,22:00,55,Station_5,Station_4,2
2023-05-02,Bus,Route_10,09:59,11:43,55,Station_14,Station_7,0
2023-05-02,Metro,Route_10,10:20,10:48,23,Station_3,Station_1,13
2023-05-02,Tram,Route_9,15:32,16:00,21,Station_11,Station_2,1
2023-05-02,Metro,Route_4,09:03,10:09,76,Station_15,Station_12,9
2023-05-02,Bus,Route_1,14:50,16:00,70,Station_2,Station_16,3
2023-05-02,Bus,Route_4,03:03,03:43,71,Station_13,Station_14,1
2023-05-02,Train,Route_7,11:37,12:56,66,Station_18,Station_19,3
2023-05-02,Metro,Route_5,05:15,05:48,96,Station_3,Station_12,15
2023-05-02,Metro,Route_4,07:02,07:38,36,Station_3,Station_3,10
2023-05-02,Train,Route_6,06:56,08:04,61,Station_17,Station_17,5
2023-05-02,Tram,Route_6,19:46,20:43,40,Station_19,Station_20,12
2023-05-02,Metro,Route_5,13:42,14:26,90,Station_3,Station_17,10
2023-05-02,Bus,Route_2,05:41,05:56,84,Station_17,Station_8,13
2023-05-02,Metro,Route_2,11:52,13:04,43,Station_3,Station_6,2
2023-05-02,Bus,Route_3,17:42,17:56,23,Station_5,Station_16,0
2023-05-02,Metro,Route_9,19:22,19:52,56,Station_5,Station_17,10
2023-05-02,Tram,Route_7,09:42,11:21,54,Station_19,Station_6,1
2023-05-02,Train,Route_5,05:23,06:45,64,Station_9,Station_20,0
2023-05-02,Bus,Route_5,21:54,22:16,58,Station_4,Station_19,7
2023-05-02,Metro,Route_6,09:55,12:08,61,Station_4,Station_8,14
2023-05-02,Train,Route_8,20:10,21:34,38,Station_1,Station_16,15
2023-05-03,Bus,Route_7,19:43,20:55,37,Station_4,Station_4,1
2023-05-03,Tram,Route_1,21:23,21:54,23,Station_19,Station_1,10
2023-05-03,Metro,Route_10,05:54,07:46,26,Station_15,Station_6,15
2023-05-03,Train,Route_6,07:08,08:26,48,Station_4,Station_15,9
2023-05-03,Bus,Route_2,08:17,08:22,66,Station_4,Station_4,0
2023-05-03,Train,Route_1,20:28,21:42,25,Station_20,Station_2,14
2023-05-03,Train,Route_10,05:54,06:46,57,Station_7,Station_3,11
2023-05-03,Tram,Route_2,11:00,12:39,23,Station_16,Station_10,15
2023-05-03,Tram,Route_2,21:00,23:12,97,Station_16,Station_5,13
2023-05-03,Bus,Route_2,06:57,07:18,67,Station_10,Station_6,4
2023-05-03,Tram,Route_1,22:23,23:24,61,Station_1,Station_6,1
2023-05-03,Train,Route_8,14:53,16:09,8,Station_9,Station_20,8
2023-05-03,Metro,Route_4,08:44,10:33,44,Station_12,Station_2,4
2023-05-03,Tram,Route_7,14:10,15:23,14,Station_18,Station_4,4
2023-05-03,Train,Route_2,18:15,18:38,9,Station_5,Station_15,9
2023-05-03,Metro,Route_7,12:40,14:17,32,Station_10,Station_16,4
2023-05-03,Train,Route_1,05:02,06:38,11,Station_19,Station_1,13
2023-05-03,Metro,Route_4,18:35,19:28,79,Station_3,Station_20,0
2023-05-03,Bus,Route_9,17:11,17:37,42,Station_15,Station_2,11
2023-05-03,Train,Route_2,12:02,12:56,4,Station_10,Station_20,7
2023-05-03,Tram,Route_6,06:55,08:07,21,Station_3,Station_11,12
2023-05-03,Bus,Route_10,09:07,09:57,82,Station_15,Station_19,12
2023-05-03,Bus,Route_5,15:44,16:26,33,Station_8,Station_5,15
2023-05-03,Bus,Route_6,22:10,23:03,95,Station_8,Station_11,4
2023-05-03,Train,Route_5,06:25,07:17,98,Station_5,Station_15,1
2023-05-03,Train,Route_10,11:18,12:06,99,Station_9,Station_19,10
2023-05-03,Train,Route_1,05:11,05:52,68,Station_20,Station_6,13
2023-05-03,Metro,Route_10,18:07,19:14,35,Station_12,Station_14,13
2023-05-03,Metro,Route_1,22:06,24:03,87,Station_18,Station_17,2
2023-05-03,Train,Route_8,17:38,18:07,58,Station_1,Station_3,14
2023-05-03,Bus,Route_10,22:03,24:03,84,Station_4,Station_3,15
2023-05-03,Bus,Route_8,19:37,20:06,16,Station_10,Station_13,11
2023-05-04,Bus,Route_4,10:57,11:02,50,Station_13,Station_10,0
2023-05-04,Metro,Route_1,10:32,12:25,67,Station_3,Station_17,14
2023-05-04,Metro,Route_3,16:45,18:06,52,Station_12,Station_2,1
2023-05-04,Metro,Route_8,19:42,21:08,81,Station_15,Station_20,9
2023-05-04,Tram,Route_6,10:54,12:41,43,Station_20,Station_1,10
2023-05-04,Metro,Route_8,13:53,14:20,82,Station_5,Station_2,10
2023-05-04,Train,Route_6,07:16,08:13,66,Station_12,Station_9,1
2023-05-04,Metro,Route_2,15:36,17:07,87,Station_3,Station_17,5
2023-05-04,Tram,Route_5,22:43,23:32,5,Station_18,Station_14,15
2023-05-04,Metro,Route_7,10:43,11:20,50,Station_5,Station_4,14
2023-05-04,Tram,Route_4,17:59,18:40,87,Station_17,Station_8,9
2023-05-04,Metro,Route_9,10:33,11:06,84,Station_3,Station_6,7
2023-05-04,Metro,Route_3,17:00,17:56,52,Station_19,Station_6,8
2023-05-04,Metro,Route_9,19:09,20:58,77,Station_10,Station_6,12
2023-05-04,Tram,Route_10,13:08,13:24,33,Station_13,Station_8,4
2023-05-04,Tram,Route_4,13:12,15:04,68,Station_17,Station_9,6
2023-05-04,Tram,Route_4,15:05,16:39,65,Station_20,Station_11,13
2023-05-04,Metro,Route_2,22:22,23:44,22,Station_16,Station_1,14
2023-05-04,Train,Route_2,11:52,12:34,74,Station_14,Station_19,2
2023-05-04,Train,Route_8,14:11,14:29,65,Station_1,Station_10,14
2023-05-04,Train,Route_8,12:28,14:20,62,Station_11,Station_16,1
2023-05-04,Tram,Route_8,09:17,11:08,78,Station_1,Station_12,11
2023-05-04,Train,Route_9,14:55,15:46,79,Station_15,Station_16,8
2023-05-04,Train,Route_7,16:12,17:09,9,Station_3,Station_1,15
2023-05-04,Metro,Route_7,17:31,18:59,97,Station_19,Station_3,4
2023-05-04,Metro,Route_4,21:32,23:15,97,Station_1,Station_9,2
2023-05-04,Metro,Route_2,09:12,10:36,36,Station_15,Station_19,10
2023-05-04,Train,Route_5,05:40,07:26,55,Station_17,Station_6,13
2023-05-04,Train,Route_7,18:47,20:44,90,Station_20,Station_13,15
2023-05-04,Metro,Route_1,09:43,11:02,86,Station_7,Station_9,13
2023-05-04,Metro,Route_8,11:19,12:16,88,Station_18,Station_17,10
2023-05-04,Tram,Route_6,21:14,23:13,23,Station_1,Station_10,1
2023-05-05,Tram,Route_6,09:42,11:05,60,Station_4,Station_9,10
2023-05-05,Metro,Route_1,19:09,19:49,90,Station_16,Station_9,0
2023-05-05,Train,Route_8,16:58,18:28,64,Station_20,Station_1,8
2023-05-05,Train,Route_7,19:59,20:04,44,Station_6,Station_7,3
2023-05-05,Metro,Route_8,15:09,17:01,53,Station_15,Station_12,15
2023-05-05,Bus,Route_9,08:23,08:29,15,Station_16,Station_8,5
2023-05-05,Bus,Route_5,06:17,07:29,18,Station_19,Station_15,5
2023-05-05,Metro,Route_9,22:28,24:09,92,Station_5,Station_19,9
2023-05-05,Bus,Route_7,03:05,03:40,85,Station_12,Station_6,5
2023-05-05,Tram,Route_6,09:25,09:54,97,Station_1,Station_9,0
2023-05-05,Tram,Route_6,10:35,12:38,75,Station_12,Station_5,7
2023-05-05,Bus,Route_8,13:40,15:40,80,Station_20,Station_12,13
2023-05-05,Tram,Route_9,12:42,14:34,52,Station_17,Station_13,5
2023-05-05,Tram,Route_6,08:00,09:21,28,Station_19,Station_4,0
2023-05-05,Tram,Route_9,16:51,17:36,63,Station_19,Station_13,12
2023-05-05,Tram,Route_8,18:25,19:46,39,Station_12,Station_20,9
2023-05-05,Tram,Route_10,17:32,19:23,5,Station_2,Station_10,1
2023-05-05,Bus,Route_5,11:06,13:08,46,Station_16,Station_12,13
2023-05-05,Metro,Route_3,15:47,17:11,89,Station_15,Station_10,2
2023-05-05,Tram,Route_6,08:25,09:01,17,Station_10,Station_5,15
2023-05-05,Metro,Route_5,12:11,12:52,6,Station_9,Station_4,0
2023-05-05,Tram,Route_5,08:53,10:00,35,Station_12,Station_11,12
2023-05-05,Tram,Route_2,06:55,08:58,36,Station_5,Station_19,3
2023-05-05,Metro,Route_6,19:35,20:43,36,Station_11,Station_12,0
2023-05-05,Metro,Route_9,17:52,19:05,44,Station_13,Station_2,7
2023-05-05,Metro,Route_5,09:06,10:53,13,Station_7,Station_18,12
2023-05-05,Train,Route_8,06:24,06:53,5,Station_18,Station_13,11
2023-05-05,Bus,Route_8,15:28,15:59,20,Station_11,Station_2,10
2023-05-05,Metro,Route_3,06:56,07:25,4,Station_11,Station_11,5
2023-05-05,Tram,Route_4,15:12,16:44,93,Station_17,Station_20,7
2023-05-05,Train,Route_5,18:23,19:34,86,Station_4,Station_1,4
2023-05-05,Tram,Route_4,13:23,15:22,56,Station_17,Station_18,10
2023-05-06,Bus,Route_5,06:24,07:25,65,Station_10,Station_18,7
2023-05-06,Train,Route_5,14:06,16:18,21,Station_3,Station_17,13
2023-05-06,Tram,Route_6,08:45,10:02,37,Station_16,Station_17,1
2023-05-06,Train,Route_2,14:31,14:51,70,Station_14,Station_18,4
2023-05-06,Train,Route_9,14:54,17:05,25,Station_6,Station_18,13
2023-05-06,Tram,Route_10,18:25,19:30,100,Station_3,Station_13,5
2023-05-06,Train,Route_10,18:36,18:58,83,Station_3,Station_5,12
2023-05-06,Bus,Route_9,19:13,20:45,70,Station_10,Station_2,0
2023-05-06,Metro,Route_10,22:52,23:44,18,Station_14,Station_17,2
2023-05-06,Train,Route_6,17:27,17:50,93,Station_5,Station_8,3
2023-05-06,Train,Route_5,11:36,12:57,25,Station_8,Station_3,14
2023-05-06,Bus,Route_2,18:15,19:04,48,Station_6,Station_11,6
2023-05-06,Tram,Route_10,17:52,19:38,58,Station_8,Station_4,10
2023-05-06,Metro,Route_2,17:22,19:29,68,Station_7,Station_11,10
2023-05-06,Train,Route_5,16:31,18:21,61,Station_6,Station_15,2
2023-05-06,Metro,Route_3,20:11,21:41,19,Station_17,Station_16,10
2023-05-06,Tram,Route_2,11:29,11:47,98,Station_10,Station_13,13
2023-05-06,Train,Route_8,07:11,08:39,90,Station_8,Station_6,10
2023-05-06,Train,Route_6,21:29,23:32,16,Station_11,Station_5,14
2023-05-06,Train,Route_4,08:53,10:52,70,Station_13,Station_18,2
2023-05-06,Metro,Route_4,08:49,11:00,41,Station_12,Station_4,12
2023-05-06,Metro,Route_1,19:32,21:42,77,Station_2,Station_8,14
2023-05-06,Bus,Route_10,19:09,20:52,19,Station_3,Station_16,6
2023-05-06,Metro,Route_2,19:05,20:36,54,Station_9,Station_8,8
2023-05-06,Train,Route_8,05:18,06:18,53,Station_4,Station_2,7
2023-05-06,Tram,Route_10,20:38,22:10,75,Station_7,Station_13,5
2023-05-06,Tram,Route_3,17:06,17:43,35,Station_7,Station_16,11
2023-05-06,Metro,Route_2,17:48,19:05,96,Station_2,Station_20,8
2023-05-06,Tram,Route_10,17:54,19:38,62,Station_5,Station_9,8
2023-05-06,Bus,Route_8,09:57,10:23,42,Station_11,Station_18,8
2023-05-06,Tram,Route_6,11:11,12:44,49,Station_2,Station_3,7
2023-05-06,Tram,Route_4,11:34,12:37,24,Station_2,Station_7,12
2023-05-07,Train,Route_6,14:36,15:15,29,Station_5,Station_16,9
2023-05-07,Train,Route_4,05:10,06:24,45,Station_7,Station_6,12
2023-05-07,Metro,Route_1,20:42,21:48,55,Station_10,Station_12,13
2023-05-07,Bus,Route_1,07:14,08:43,32,Station_20,Station_19,3
2023-05-07,Metro,Route_1,20:08,21:17,13,Station_10,Station_10,1
2023-05-07,Bus,Route_5,10:42,12:03,70,Station_19,Station_10,0
2023-05-07,Train,Route_9,11:02,11:16,64,Station_4,Station_11,4
2023-05-07,Metro,Route_1,21:11,22:41,8,Station_19,Station_19,5
2023-05-07,Train,Route_3,20:26,22:22,21,Station_2,Station_1,4
2023-05-07,Bus,Route_10,16:23,17:07,79,Station_8,Station_5,3
2023-05-07,Metro,Route_9,08:45,10:43,38,Station_7,Station_16,3
2023-05-07,Bus,Route_9,20:15,22:06,4,Station_5,Station_16,3
2023-05-07,Tram,Route_1,06:12,06:42,64,Station_6,Station_13,10
2023-05-07,Train,Route_1,14:02,14:47,8,Station_8,Station_6,14
2023-05-07,Metro,Route_10,19:52,21:09,91,Station_19,Station_16,12
2023-05-07,Train,Route_1,11:00,11:50,75,Station_2,Station_18,14
2023-05-07,Bus,Route_9,05:44,06:34,43,Station_10,Station_4,7
2023-05-07,Metro,Route_2,08:51,09:10,82,Station_11,Station_14,2
2023-05-07,Metro,Route_10,15:30,16:04,98,Station_14,Station_7,8
2023-05-07,Tram,Route_1,15:33,16:59,95,Station_2,Station_2,14
2023-05-07,Bus,Route_9,16:51,18:49,75,Station_5,Station_5,1
2023-05-07,Train,Route_1,12:51,13:56,8,Station_9,Station_13,6
2023-05-07,Bus,Route_10,17:05,17:56,35,Station_19,Station_8,0
2023-05-07,Bus,Route_6,14:53,16:29,59,Station_5,Station_18,15
2023-05-07,Tram,Route_6,18:09,20:01,48,Station_13,Station_12,8
2023-05-07,Tram,Route_2,09:25,10:14,80,Station_12,Station_5,1
2023-05-07,Bus,Route_10,05:13,06:44,77,Station_13,Station_7,5
2023-05-07,Train,Route_4,07:51,08:04,16,Station_17,Station_12,2
2023-05-07,Tram,Route_6,09:24,10:01,29,Station_6,Station_5,14
2023-05-07,Train,Route_4,05:27,07:13,33,Station_15,Station_7,9
2023-05-07,Tram,Route_10,08:57,10:54,54,Station_13,Station_19,5
2023-05-07,Train,Route_8,09:10,10:11,32,Station_7,Station_20,2
2023-05-08,Bus,Route_1,17:28,18:24,47,Station_18,Station_5,1
2023-05-08,Tram,Route_7,20:03,20:43,92,Station_17,Station_20,7
2023-05-08,Tram,Route_1,18:02,19:49,5,Station_3,Station_16,8
2023-05-08,Metro,Route_4,22:23,24:31,26,Station_3,Station_3,15
2023-05-08,Train,Route_7,14:42,16:07,14,Station_17,Station_2,8
2023-05-08,Metro,Route_2,10:50,11:03,74,Station_11,Station_12,0
2023-05-08,Train,Route_4,20:59,22:26,86,Station_12,Station_15,9
2023-05-08,Metro,Route_3,12:16,13:43,66,Station_10,Station_5,8
2023-05-08,Train,Route_5,20:10,21:14,73,Station_16,Station_17,3
2023-05-08,Tram,Route_10,14:04,15:21,100,Station_5,Station_12,5
2023-05-08,Metro,Route_6,16:43,17:16,80,Station_14,Station_14,12
2023-05-08,Train,Route_6,12:45,13:27,60,Station_16,Station_4,11
2023-05-08,Metro,Route_1,13:55,15:49,19,Station_10,Station_20,1
2023-05-08,Metro,Route_3,10:45,11:39,36,Station_10,Station_1,0
2023-05-08,Tram,Route_4,08:51,10:39,13,Station_18,Station_6,8
2023-05-08,Metro,Route_7,07:00,08:24,73,Station_2,Station_17,6
2023-05-08,Train,Route_3,15:49,17:32,34,Station_16,Station_18,8
2023-05-08,Tram,Route_5,11:00,12:41,1,Station_12,Station_20,11
2023-05-08,Bus,Route_6,17:06,18:14,77,Station_3,Station_6,6
2023-05-08,Tram,Route_7,09:54,10:47,80,Station_3,Station_12,10
2023-05-08,Metro,Route_7,06:46,07:48,82,Station_8,Station_1,10
2023-05-08,Train,Route_1,18:38,19:05,32,Station_19,Station_12,8
2023-05-08,Metro,Route_5,15:45,16:33,64,Station_10,Station_19,2
2023-05-08,Tram,Route_10,09:16,10:51,3,Station_19,Station_18,1
2023-05-08,Tram,Route_8,20:57,22:02,29,Station_1,Station_17,14
2023-05-08,Bus,Route_2,06:05,06:56,83,Station_18,Station_11,10
2023-05-08,Tram,Route_8,21:04,23:11,76,Station_5,Station_1,9
2023-05-08,Train,Route_4,16:47,18:09,85,Station_7,Station_15,12
2023-05-08,Bus,Route_7,05:08,07:06,92,Station_20,Station_17,11
2023-05-08,Bus,Route_7,13:57,15:09,88,Station_10,Station_14,1
2023-05-08,Tram,Route_9,18:16,19:42,79,Station_15,Station_5,14
2023-05-08,Metro,Route_3,16:05,17:58,59,Station_20,Station_2,3
2023-05-09,Metro,Route_2,17:50,19:31,23,Station_11,Station_12,31
2023-05-09,Train,Route_3,10:13,12:19,49,Station_2,Station_9,40
2023-05-09,Metro,Route_9,21:43,24:18,23,Station_1,Station_4,38
2023-05-09,Bus,Route_10,17:10,18:37,95,Station_16,Station_15,31
2023-05-09,Bus,Route_10,22:26,22:46,3,Station_10,Station_18,17
2023-05-09,Train,Route_5,20:56,22:00,99,Station_19,Station_19,48
2023-05-09,Metro,Route_8,10:28,13:05,65,Station_17,Station_5,55
2023-05-09,Metro,Route_6,09:59,11:08,76,Station_18,Station_18,41
2023-05-09,Train,Route_10,12:03,13:35,69,Station_2,Station_11,21
2023-05-09,Bus,Route_8,22:34,24:22,17,Station_13,Station_20,53
2023-05-09,Metro,Route_3,10:51,13:10,8,Station_14,Station_9,55
2023-05-09,Tram,Route_3,08:06,10:31,73,Station_16,Station_20,47
2023-05-09,Metro,Route_6,06:11,06:39,17,Station_12,Station_19,27
2023-05-09,Bus,Route_1,14:06,15:59,2,Station_11,Station_3,46
2023-05-09,Metro,Route_9,21:09,22:58,45,Station_5,Station_10,73
2023-05-09,Metro,Route_8,05:45,06:58,43,Station_18,Station_5,43
2023-05-09,Metro,Route_3,11:15,12:54,41,Station_6,Station_16,26
2023-05-09,Train,Route_6,10:01,12:31,43,Station_7,Station_9,53
2023-05-09,Metro,Route_7,20:44,22:14,15,Station_2,Station_9,43
2023-05-09,Tram,Route_6,19:28,21:04,82,Station_18,Station_6,42
2023-05-09,Metro,Route_8,06:00,07:42,11,Station_20,Station_8,38
2023-05-09,Metro,Route_2,14:54,15:56,52,Station_16,Station_6,39
2023-05-09,Train,Route_3,17:45,19:22,30,Station_7,Station_5,36
2023-05-09,Bus,Route_6,09:26,10:11,9,Station_12,Station_9,41
2023-05-09,Tram,Route_7,17:32,19:57,45,Station_6,Station_14,47
2023-05-09,Tram,Route_5,09:25,11:25,7,Station_18,Station_5,67
2023-05-09,Metro,Route_6,13:55,15:31,72,Station_15,Station_4,49
2023-05-09,Train,Route_6,09:36,10:22,26,Station_16,Station_1,41
2023-05-09,Metro,Route_5,14:19,16:02,72,Station_18,Station_4,39
2023-05-09,Tram,Route_3,12:59,15:01,36,Station_14,Station_14,20
2023-05-09,Tram,Route_7,12:38,13:37,85,Station_3,Station_19,58
2023-05-09,Train,Route_1,18:32,20:18,43,Station_6,Station_6,54
2023-05-10,Bus,Route_5,09:35,11:14,72,Station_17,Station_3,7
2023-05-10,Bus,Route_3,20:28,22:00,91,Station_11,Station_6,13
2023-05-10,Train,Route_10,15:08,17:07,8,Station_17,Station_10,13
2023-05-10,Bus,Route_7,05:06,06:38,59,Station_13,Station_3,14
2023-05-10,Metro,Route_7,11:56,12:56,13,Station_17,Station_7,0
2023-05-10,Tram,Route_5,16:10,17:58,23,Station_13,Station_4,7
2023-05-10,Bus,Route_6,14:58,15:34,93,Station_4,Station_20,1
2023-05-10,Metro,Route_5,17:52,18:39,14,Station_5,Station_1,15
2023-05-10,Metro,Route_8,15:15,16:33,22,Station_18,Station_4,8
2023-05-10,Metro,Route_7,11:15,11:55,95,Station_7,Station_18,15
2023-05-10,Tram,Route_3,07:31,08:11,99,Station_17,Station_14,11
2023-05-10,Bus,Route_2,03:34,03:52,93,Station_4,Station_11,3
2023-05-10,Tram,Route_2,21:45,23:07,36,Station_14,Station_12,9
2023-05-10,Bus,Route_2,18:52,20:25,1,Station_16,Station_5,15
2023-05-10,Tram,Route_10,15:20,17:04,41,Station_16,Station_15,8
2023-05-10,Bus,Route_10,20:02,20:21,36,Station_11,Station_8,0
2023-05-10,Bus,Route_9,18:13,18:48,59,Station_20,Station_11,0
2023-05-10,Metro,Route_9,22:03,24:07,2,Station_13,Station_20,12
2023-05-10,Tram,Route_3,22:46,24:22,64,Station_20,Station_12,5
2023-05-10,Train,Route_7,08:11,10:07,31,Station_17,Station_6,15
2023-05-10,Bus,Route_5,15:10,16:51,71,Station_11,Station_17,15
2023-05-10,Train,Route_8,07:16,08:47,26,Station_13,Station_14,6
2023-05-10,Metro,Route_2,16:15,18:12,52,Station_4,Station_20,1
2023-05-10,Metro,Route_8,21:55,22:03,63,Station_18,Station_2,6
2023-05-10,Bus,Route_2,07:26,09:32,77,Station_3,Station_8,15
2023-05-10,Train,Route_10,18:20,18:54,59,Station_5,Station_15,14
2023-05-10,Train,Route_6,21:55,22:33,21,Station_6,Station_7,7
2023-05-10,Train,Route_3,18:17,19:32,82,Station_14,Station_20,15
2023-05-10,Bus,Route_4,10:08,10:41,27,Station_6,Station_4,7
2023-05-10,Metro,Route_10,12:11,12:32,30,Station_1,Station_1,7
2023-05-10,Train,Route_2,08:28,08:49,34,Station_13,Station_3,8
2023-05-10,Bus,Route_5,12:43,13:50,14,Station_17,Station_2,1
2023-05-11,Tram,Route_10,18:52,19:51,40,Station_11,Station_6,15
2023-05-11,Metro,Route_6,22:38,23:02,32,Station_14,Station_11,4
2023-05-11,Bus,Route_10,15:59,17:48,7,Station_10,Station_20,13
2023-05-11,Bus,Route_10,15:46,17:23,61,Station_6,Station_20,13
2023-05-11,Train,Route_8,14:52,16:19,21,Station_12,Station_3,13
2023-05-11,Tram,Route_3,17:58,18:22,65,Station_15,Station_1,4
2023-05-11,Tram,Route_1,21:21,23:13,45,Station_12,Station_3,7
2023-05-11,Tram,Route_7,13:41,14:39,94,Station_16,Station_2,12
2023-05-11,Bus,Route_8,10:11,11:23,52,Station_8,Station_3,13
2023-05-11,Bus,Route_9,13:53,14:31,66,Station_3,Station_6,3
2023-05-11,Train,Route_6,07:41,08:13,13,Station_10,Station_17,7
2023-05-11,Metro,Route_5,09:00,09:16,53,Station_1,Station_20,12
2023-05-11,Train,Route_8,22:35,23:29,63,Station_17,Station_4,15
2023-05-11,Bus,Route_8,17:19,18:08,42,Station_5,Station_6,13
2023-05-11,Train,Route_9,18:06,18:47,67,Station_7,Station_4,6
2023-05-11,Metro,Route_9,07:26,08:02,72,Station_19,Station_13,5
2023-05-11,Train,Route_2,16:17,17:51,10,Station_19,Station_18,7
2023-05-11,Metro,Route_4,22:51,23:33,73,Station_17,Station_10,4
2023-05-11,Tram,Route_5,09:26,10:42,11,Station_14,Station_5,3
2023-05-11,Metro,Route_9,07:20,09:27,27,Station_16,Station_4,10
2023-05-11,Bus,Route_4,05:46,07:12,58,Station_11,Station_12,12
2023-05-11,Bus,Route_1,08:29,09:26,15,Station_8,Station_19,2
2023-05-11,Metro,Route_6,05:41,06:31,26,Station_4,Station_2,7
2023-05-11,Metro,Route_2,16:01,16:31,90,Station_20,Station_12,9
2023-05-11,Train,Route_4,21:01,22:41,20,Station_16,Station_8,15
2023-05-11,Train,Route_3,21:42,23:45,17,Station_15,Station_4,5
2023-05-11,Tram,Route_8,08:42,08:48,66,Station_6,Station_14,4
2023-05-11,Tram,Route_9,12:43,14:03,2,Station_12,Station_7,4
2023-05-11,Train,Route_9,16:42,17:36,34,Station_12,Station_2,6
2023-05-11,Metro,Route_2,13:04,13:31,39,Station_8,Station_20,2
2023-05-11,Bus,Route_7,13:08,14:08,67,Station_8,Station_8,3
2023-05-11,Bus,Route_9,12:19,13:30,92,Station_10,Station_3,7
2023-05-12,Train,Route_10,08:10,09:34,52,Station_11,Station_19,0
2023-05-12,Train,Route_2,18:29,20:14,40,Station_10,Station_9,12
2023-05-12,Train,Route_3,20:27,21:46,5,Station_20,Station_12,8
2023-05-12,Tram,Route_1,11:37,12:11,11,Station_12,Station_12,10
2023-05-12,Metro,Route_9,22:33,23:16,62,Station_15,Station_1,11
2023-05-12,Metro,Route_3,17:48,18:09,86,Station_7,Station_14,8
2023-05-12,Tram,Route_9,12:24,13:57,79,Station_7,Station_9,6
2023-05-12,Bus,Route_7,07:11,07:48,27,Station_12,Station_15,8
2023-05-12,Tram,Route_2,22:34,23:02,55,Station_11,Station_2,13
2023-05-12,Tram,Route_1,05:36,07:22,77,Station_2,Station_18,8
2023-05-12,Bus,Route_8,09:37,11:30,70,Station_5,Station_19,15
2023-05-12,Bus,Route_5,09:55,10:35,71,Station_2,Station_10,7
2023-05-12,Train,Route_9,09:54,11:21,38,Station_5,Station_19,4
2023-05-12,Tram,Route_10,22:52,24:17,81,Station_9,Station_18,11
2023-05-12,Bus,Route_7,19:19,19:49,78,Station_6,Station_18,13
2023-05-12,Tram,Route_8,19:05,19:48,60,Station_9,Station_11,15
